scientific_name,korean_name
Circobotys nycterina,뾰족노랑들명나방
Cirrhochrista brizoalis,은빛들명나방
Cnaphalocrocis exigua,벼잎말이명나방
Cnaphalocrocis medinalis,혹명나방
Cnaphalocrocis stereogona,날개검은들명나방
Conogethes punctiferalis,복숭아명나방
Cotachena alysoni,울릉노랑들명나방
Cotachena pubescens,흰무늬노랑들명나방
Crambus argyrophorus,흰띠풀명나방
Crambus humidellus,은무늬풀명나방
Crambus perlella,연금빛풀명나방
Crambus sinicolellus,갈색줄풀명나방
Crambus virgatellus,긴줄풀명나방
Daulia afralis,금흰줄들명나방
Diaphania indica,목화바둑명나방
Diasemia accalis,점애기들명나방
Diathraustodes amoenialis,애기흰무늬물명나방
Elethyia taishanensis,가는날개풀명나방
Eoophyla conjunctalis,연노랑물명나방
Euchromius expansus,바깥무늬포충나방
Eudonia puellaris,산명나방
Eurrhyparodes accessalis,애기무늬들명나방
Eurrhyparodes contortalis,말굽무늬들명나방
Evergestis extimalis,연노랑새들명나방
Evergestis forficalis,넓은날개새들명나방
Evergestis junctalis,금무늬새들명나방
Flavocrambus picassensis,빗살포충나방
Flavocrambus striatellus,검은줄포충나방
Glaucocharis copernici,작은점풀명나방
Glaucocharis electra,애쌍점줄풀명나방
Glaucocharis exsectella,무늬꼬마풀명나방
Glaucocharis moriokensis,쌍점줄풀명나방
Glyphodes bipunctalis,쌍별들명나방
Glyphodes perspectalis,회양목명나방
Glyphodes pryeri,닥나무들명나방
Glyphodes pyloalis,뽕나무명나방
Glyphodes quadrimaculalis,큰각시들명나방
Goniorhynchus butyrosa,남방노랑들명나방
Goniorhynchus clausalis,깃노랑들명나방
Goniorhynchus exemplaris,노랑무늬들명나방
Haritalodes derogata,목화명나방
Heliothela nigralbata,꼬마검은명나방
Hellula triguttata,검은애기순들명나방
Hellula undalis,배추순나방
Herpetogramma cynaralis,앞점노랑들명나방
Herpetogramma fuscescens,줄점들명나방
Herpetogramma luctuosalis,포도들명나방
Herpetogramma magna,노랑줄무늬들명나방
Herpetogramma moderatalis,줄얼룩들명나방
Herpetogramma phaeopteralis,그물무늬들명나방
Herpetogramma rudis,앞노랑무늬들명나방
Loxostege aeruginalis,흰줄검정무늬들명나방
Loxostege turbidalis,날개뒷무늬들명나방
Lygropia yerburii,네눈흰색들명나방
Mabra charonialis,세점노랑들명나방
Maruca vitrata,콩명나방
Metaeuchromius flavofascialis,칠점박이벼명나방
Microchilo inexpectellus,작은두줄애기풀명나방
Microchilo inouei,두줄애기풀명나방
Musotima dryopterisivora,애기고사리명나방
Nacoleia chrysorycta,흰무늬애기들명나방
Nacoleia commixta,얼룩애기들명나방
Nacoleia sibirialis,가루뿌린들명나방
Nacoleia tampiusalis,노랑애기들명나방
Neopediasia mixtalis,깨다시포충나방
Neoschoenobia testacealis,황갈물명나방
Nomophila noctuella,등심무늬들명나방
Nymphicula saigusai,뒷무늬노랑물명나방
Ostrinia furnacalis,조명나방
Ostrinia orientalis,오리엔트조명나방
Ostrinia palustralis,분홍무늬들명나방
Ostrinia scapulalis,콩줄기명나방
Ostrinia zaguliaevi,큰섬들명나방
Ostrinia zealis,큰조명나방
Pagyda quadrilineata,몸긴네줄들명나방
Pagyda quinquelineata,네줄들명나방
Pagyda salvalis,굵은네줄들명나방
Paliga auratalis,금빛세줄들명나방
Paliga minnehaha,앞붉은들명나방
Palpita inusitata,애기흰들명나방
Palpita nigropunctalis,수수꽃다리명나방
Paranacoleia lophophoralis,담흑들명나방
Parapediasia teterrella,잔디풀명나방
Paratalanta ussurialis,우수리들명나방
Pediasia truncatella,적노랑풀명나방
Piletocera flavidiscalis,검은섬들명나방
Piletocera luteosignata,노랑띠들명나방
Piletocera sodalis,콩팥무늬들명나방
Platytes ornatella,흰무늬포충나방
Polythlipta liquidalis,선비들명나방
Potamomusa midas,네점노랑물명나방
Prodasycnemis inornata,금빛들명나방
Pseudargyria interruptella,줄은빛포충나방
Pseudebulea fentoni,흰얼룩들명나방
Pseudocatharylla inclaralis,검스레포충나방
Pseudocatharylla infixella,앞흰포충나방
Pseudocatharylla simplex,은빛포충나방
Pycnarmon cribrata,크리버들명나방
Pycnarmon lactiferalis,알락흰들명나방
Pycnarmon pantherata,끝무늬들명나방
Pycnarmon tylostegalis,구름무늬들명나방
Pygospila tyres,큰알락들명나방
Pyrausta aurata,구점들명나방
Pyrausta chrysitis,육점검정들명나방
Pyrausta contigualis,핑크무늬들명나방
Pyrausta fuliginata,검정각시들명나방
Pyrausta limbata,검정꼬마들명나방
Pyrausta mutuurai,진도들명나방
Pyrausta nigrimaculata,노랑띠무늬들명나방
Pyrausta noctualis,곧은줄황들명나방
Pyrausta panopealis,들깨잎말이명나방
Pyrausta tithonialis,연분홍꼬마들명나방
Pyrausta unipunctata,앞무늬들명나방
Rehimena phrynealis,앞노랑검은들명나방
Rehimena surusalis,점노랑들명나방
Scirpophaga nivella,벼긴날개명나방
Scirpophaga parvalis,흰긴날개명나방
Scirpophaga praelata,흰빛그늘긴날개명나방
Scirpophaga virginia,은빛긴날개명나방
Scoparia isochroalis,애기산명나방
Sinomphisa plagialis,개오동명나방
Sitochroa palealis,흰배들명나방
Sitochroa umbrosalis,앞노랑들명나방
Sitochroa verticalis,사탕무우들명나방
Spoladea recurvalis,흰띠명나방
Tabidia strigiferalis,점붙이들명나방
Trichophysetis cretacea,쌍띠들명나방
Trichophysetis rufoterminalis,끝무늬꼬마들명나방
Tyspanodes hypsalis,줄검은들명나방
Tyspanodes striata,꽃날개들명나방
Udea ferrugalis,주홍날개들명나방
Udea lugubralis,둥근무늬들명나방
Udea montensis,황갈산들명나방
Udea orbicentralis,북방들명나방
Udea stigmatalis,큰등심무늬들명나방
Uresiphita prunipennis,줄붉은들명나방
Xanthocrambus lucellus,담흑포충나방
Agnidra scabiosa fixseni,참나무갈고리나방
Auzata nigrata,얼룩갈고리나방
Auzata superba,작은민갈고리나방
Betalbara violacea,동방갈고리나방
Callidrepana patrana palleolus,금빛갈고리나방
Cilix filipjevi filipjevi,사과잎갈고리나방
Cyclidia substigmaria nigralbata,왕인갈고리나방
Demopsestis punctigera,뾰족날개나방
Deroca inconclusa coreana,남방흰갈고리나방
Ditrigona conflexaria microniodes,물결줄흰갈고리나방
Ditrigona komarovi,만주흰갈고리나방
Ditrigona virgo,쌍점줄갈고리나방
Drepana curvatula koreula,밤색갈고리나방
Epipsestis nigropunctata perornata,회색가을뾰족날개나방
Epipsestis nikkoensis,작은가을뾰족날개나방
Epipsestis ornata obscurata,가을뾰족날개나방
Euparyphasma maxima,왕뾰족날개나방
Habrosyne aurorina,애기담홍뾰족날개나방
Habrosyne dieckmanni,담홍뾰족날개나방
Habrosyne intermedia intermedia,보라뾰족날개나방
Habrosyne pyritoides derasoides,흰뾰족날개나방
Habrosyne violacea violacea,푸른무늬뾰족날개나방
Horithyatira decorata decorata,흰오뚜기무늬뾰족날개나방
Kurama mirabilis,이른봄뾰족날개나방
Macrauzata maxima,유리창갈고리나방
Macrocilix maia,큰민갈고리나방
Macrocilix mysticata watsoni,민갈고리나방
Mimopsestis basalis basalis,큰무늬뾰족날개나방
Mimozethes argentilinearia,은줄왕갈고리나방
Nemacerota tancrei,속흰뾰족날개나방
Neoploca arctipennis,참빗살뾰족날개나방
Nordstromia grisearia,황줄갈고리나방
Nordstromia japonica,황줄점갈고리나방
Nothoploca nigripunctata zolotarenkoi,각시뾰족날개나방
Ochropacha duplaris,얼룩뾰족날개나방
Oreta insignis,큰갈고리나방
Oreta loochooana timula,멋쟁이갈고리나방
Oreta paki,세욱갈고리나방
Oreta pulchripes,노랑갈고리나방
Oreta sambongsana,동해갈고리나방
Oreta turpis,점갈고리나방
Parapsestis argenteopicta argenteopicta,점박이뾰족날개나방
Parapsestis cinerea pacifica,묘향산뾰족날개나방
Pseudalbara parvula,세줄꼬마갈고리나방
Sabra harpagula euroista,물결갈고리나방
Shinploca shini,멋쟁이뾰족날개나방
Sugitaniella kuramana,쌍띠뾰족날개나방
Tethea (Saronaga) consimilis consimilis,홍백띠뾰족날개나방
Tethea (Tethea) albicostata,앞흰뾰족날개나방
Tethea (Tethea) ampliata,넓은뾰족날개나방
Tethea (Tethea) octogesima octogesima,좁은뾰족날개나방
Tethea (Tethea) ocularis amurensis,뱀머리뾰족날개나방
Tethea (Tethea) or terrosa,물결뾰족날개나방
Tetheella fluctuosa,속검은뾰족날개나방
Thyatira batis batis,무늬뾰족날개나방
Tridrepana crocea,남방노랑갈고리나방
Acria ceramitis,우묵날개원뿔나방
Agonopterix bipunctifera,그물무늬원뿔나방
Agonopterix costamaculella,검은무늬원뿔나방
Agonopterix l-nigrum,드릅원뿔나방
Agonopterix multiplicella,작은흰점원뿔나방
Agonopterix mutuurai,멸가치원뿔나방
Agonopterix ocellana,회색점원뿔나방
Agonopterix pallidor,물푸레원뿔나방
Agonopterix yamatoensis,앞붉은원뿔나방
Depressaria irregularis,큰원뿔나방
Depressaria taciturna,흰띠큰원뿔나방
Deuterogonia pudorina,북방원뿔나방
Ethmia nigripedella,짙은먹점뿔나방
Ethmia xanthoplura,먹점뿔나방
Eutorna leonidi,얼룩원뿔나방
Exaeretia mongolicella,신갈원뿔나방
Psorosticha melanocrepida,귤원뿔나방
Mirina christophi,반달누에나방
Epermenia strictella,미나리좀나방
Epicopeia hainesii,제비나비붙이
Epicopeia menciana,두줄제비나비붙이
Nossa alpherakyi,흑백알락쌍꼬리나방
Epipomponia nawai,매미기생나방
Achaea janata,흰별수중다리나방
Adrapsa simplex,별박이수염나방
Agrisius fuliginosus,점박이불나방
Aloa lactinea,앞붉은흰불나방
Amata fortunei,애기나방
Amata germana,노랑애기나방
Amphitrogia amphidecta,톱날개짤름나방
Anachrostis minutissima,작은점무늬짤름나방
Anachrostis nigripunctalis,흰무늬짤름나방
Anatatha basinigra,꼬마바퀴짤름나방
Anatatha misae,수레바퀴짤름나방
Anoratha paritalis,잠자리수염나방
Apopestes indica,줄까마귀나무결나방
Araeopteron flaccida,뾰족줄꼬마짤름나방
Araeopteron fragmenta,어리줄멧꼬마짤름나방
Araeopteron koreana,한국꼬마짤름나방
Araeopteron nebulosa,노랑연무늬꼬마짤름나방
Araeopteron patella,어리꼬마짤름나방
Arcte coerula,암청색줄무늬밤나방
Arctia caja,불나방
Arctornis album,상제독나방
Arctornis kumatai,점흰독나방
Arctornis l-nigrum,엘무늬독나방
Artena dotata,푸른띠무늬나방
Arytrura musculus,근육끝짤름나방
Arytrura subfalcata,쥐빛끝짤름나방
Asuridia carnipicta,눈무늬점불나방
Autophila inconspicua,줄나무결나방
Aventiola pusilla,꽃무늬꼬마짤름나방
Avitta puncta,남방점무늬나방
Barsine aberrans,교차무늬주홍테불나방
Barsine striata,홍줄불나방
Bertula bistrigata,쌍검은수염나방
Bertula spacoalis,흰띠쌍검은수염나방
Blasticorhinus hoenei,태백무늬나방
Blasticorhinus unduligera,산굴뚝무늬나방
Blasticorhinus ussuriensis,우수리무늬나방
Calesia dasypterus,곱슬털수리나방
Calliteara argentata,삼나무독나방
Calliteara conjuncta,사발무늬독나방
Calliteara lunulata,붉은수염독나방
Calliteara pseudabietis,사과독나방
Calliteara pudibunda,어리사과독나방
Calliteara virginea,쌍줄흰독나방
Calyptra fletcheri,우묵갈고리큰나방
Calyptra gruesa,왕갈고리큰나방
Calyptra hokkaida,북방갈고리큰나방
Calyptra lata,금빛갈고리큰나방
Calyptra thalictri,갈고리큰나방
Catocala abamita,줄박이노랑뒷날개나방
Catocala actaea,흰무늬박이뒷날개나방
Catocala adultera,작은분홍뒷날개나방
Catocala agitatrix,잿빛노랑뒷날개나방
Catocala bella,사과나무노랑뒷날개나방
Catocala deuteronympha,깊은산노랑뒷날개나방
Catocala dissimilis,끝흰무늬박이뒷날개나방
Catocala doerriesi,굵은줄노랑뒷날개나방
Catocala dula,붉은뒷날개나방
Catocala duplicata,꼬마노랑뒷날개나방
Catocala electa,회색붉은뒷날개나방
Catocala ella,산노랑뒷날개나방
Catocala eminens,북방노랑뒷날개나방
Catocala fraxini,푸른띠뒷날개나방
Catocala fulminea,광대노랑뒷날개나방
Catocala helena,진노랑뒷날개나방
Catocala jonasii,뾰족노랑뒷날개나방
Catocala koreana,작은광대노랑뒷날개나방
Catocala lara,흰줄뒷날개나방
Catocala nagioides,작은흰무늬박이뒷날개나방
Catocala nivea,흰뒷날개나방
Catocala nubila,깨소금노랑뒷날개나방
Catocala nupta,분홍뒷날개나방
Catocala obscena,마른잎뒷날개나방
Catocala paki,세욱노랑뒷날개나방
Catocala patala,노랑뒷날개나방
Catocala pirata,민무늬노랑뒷날개나방
Catocala praegnax,들노랑뒷날개나방
Catocala puella,멧노랑뒷날개나방
Catocala separans,흰줄노랑뒷날개나방
Catocala streckeri,연노랑뒷날개나방
Chibidokuga hypenodes,꼬마검정수염나방
Cidariplura bilineata,멧수염나방
Cidariplura gladiata,흰점멧수염나방
Cidariplura signata,시옷무늬멧수염나방
Cifuna locuples,콩독나방
Colobochyla salicalis,세줄짤름나방
Corgatha argillacea,흰점애기짤름나방
Corgatha costimacula,분홍애기짤름나방
Corgatha dictaria,흰줄애기짤름나방
Corgatha marumoi,민무늬애기짤름나방
Corgatha nitens,붉은애기짤름나방
Corgatha obsoleta,둥근애기짤름나방
Corgatha pygmaea,검은줄애기짤름나방
Cortyta grisea,흰띠물결무늬나방
Cyana alba,어리붉은줄불나방
Cyana hamata,붉은줄불나방
Daddala lucilla,톱날무늬잎나방
Dicallomera olga,끝검은독나방
Dinumma deponens,검은띠큰나방
Diomea cremata,보라잎짤름나방
Diomea discisigna,네눈검정잎짤름나방
Diomea jankowskii,세모무늬잎짤름나방
Dysgonia dulcis,꼬마수중다리나방
Dysgonia mandschuriana,만주수중다리나방
Dysgonia obscura,검은수중다리나방
Ectogonia butleri,볼록짤름나방
Edessena gentiusalis,큰흰점수염나방
Edessena hamada,쌍복판눈수염나방
Enispa albosignata,흰점이끼꼬마짤름나방
Enispa bimaculata,두흰점이끼꼬마짤름나방
Enispa lutefascialis,이끼꼬마짤름나방
Epatolmis caesarea,굴뚝불나방
Ercheia dubia,한라무늬나방
Ercheia niveostrigata,청백무늬나방
Ercheia umbrosa,보라무늬나방
Erebus ephesperis,왕흰줄태극나방
Erebus macrops,왕태극나방
Ericeia inangulata,남방갈색짤름나방
Ericeia pertendens,바람개비밤나방
Erygia apicalis,구름잎태극나방
Eublemma amasina,흰분홍꼬마짤름나방
Eublemma cochylioides,붉은깃꼬마짤름나방
Euclidia dentata,구름띠나방
Euclidia juvenilis,산어리띠나방
Eudocima salaminia,앞노랑으름큰나방
Eudocima tyrannus,으름큰나방
Euwilemania angulata,우묵날개짤름나방
Fodina contigua,뒷노랑각무늬나방
Ghoria collitoides,앞노랑검은불나방
Ghoria gigantea,앞선두리불나방
Gonepatica opalina,붉은띠수염나방
Grammodes geometrica,토막무늬나방
Hadennia incongruens,검은띠수염나방
Hadennia obliqua,외줄검은띠수염나방
Harita belinda,가운데흰수염나방
Hepatica anceps,황토색수염나방
Hepatica nakatanii,긴노란잎수염나방
Herminia arenosa,세줄무늬수염나방
Herminia dolosa,마른잎수염나방
Herminia grisealis,꼬마수염나방
Herminia innocens,물결수염나방
Herminia robiginosa,네줄수염나방
Herminia stramentacealis,뒷밝은줄무늬수염나방
Hipoepa fractalis,꽃날개수염나방
Holocryptis nymphula,신부꼬마짤름나방
Holocryptis ussuriensis,우수리꼬마짤름나방
Hydrillodes lentalis,남방담흑수염나방
Hydrillodes morosa,넓은띠담흑수염나방
Hypenomorpha calamina,황토색줄수염나방
Hypersypnoides astrigera,흰별썩은잎나방
Hypersypnoides submarginata,검스레흰별썩은잎나방
Hyphantria cunea,미국흰불나방
Hypocala deflorata,가을뒷노랑큰나방
Hypocala rostrata,인도수염잎큰나방
Hypocala subsatura,대만수염잎큰나방
Hypocala violacea,민무늬수염잎큰나방
Hypopyra vespertilio,큰갈색띠태극나방
Hyposemansis albipuncta,날개물결짤름나방
Hypospila bolinoides,가검은잎큰나방
Hypostrotia cinerea,비로도잎짤름나방
Idia quadra,주황눈수염나방
Ilema eurydice,포도독나방
Ilema jankowskii,갈색독나방
Ilema nachiensis,남방독나방
Ischyja manlia,뒷청띠큰나방
Itmaharela basalis,그물무늬수염나방
Ivela auripes,황다리독나방
