Class,Order,Family,Korean_Name,Scientific_Name
Mammalia,Erinaceomorpha,Erinaceidae,고슴도치,Erinaceus amurensis
Mammalia,Soricomorpha,Soricidae,우수리땃쥐,Crocidura lasiura
Mammalia,Soricomorpha,Soricidae,작은땃쥐,Crocidura shantungensis
Mammalia,Soricomorpha,Soricidae,갯첨서,Neomys fodiens
Mammalia,Soricomorpha,Soricidae,뒤쥐,Sorex caecutiens
Mammalia,Soricomorpha,Soricidae,백두산뒤쥐,Sorex daphaenodon
Mammalia,Soricomorpha,Soricidae,쇠뒤쥐,Sorex gracillimus
Mammalia,Soricomorpha,Soricidae,큰발뒤쥐,Sorex isodon
Mammalia,Soricomorpha,Soricidae,큰첨서,Sorex mirabilis
Mammalia,Soricomorpha,Soricidae,꼬마뒤쥐,Sorex minutissimus
Mammalia,Chiroptera,Rhinolophidae,관박쥐,Rhinolophus ferrumequinum
Mammalia,Chiroptera,Molossidae,큰귀박쥐,Tadarida insignis
Mammalia,Chiroptera,Vespertilionidae,생박쥐,Eptesicus nilssonii
Mammalia,Chiroptera,Vespertilionidae,문둥이박쥐,Eptesicus serotinus
Mammalia,Chiroptera,Vespertilionidae,양박쥐,Hypsugo alaschanicus
Mammalia,Chiroptera,Vespertilionidae,멧박쥐,Nyctalus aviator
Mammalia,Chiroptera,Miniopteridae,긴날개박쥐,Miniopterus fuliginosus
Mammalia,Chiroptera,Vespertilionidae,뿔박쥐,Murina hilgendorfi
Mammalia,Chiroptera,Vespertilionidae,작은관코박쥐,Murina ussuriensis
Mammalia,Chiroptera,Vespertilionidae,흰배윗수염박쥐,Myotis bombinus
Mammalia,Chiroptera,Vespertilionidae,쇠윗수염박쥐,Myotis ikonnikovi
Mammalia,Chiroptera,Vespertilionidae,큰발윗수염박쥐,Myotis macrodactylus
Mammalia,Chiroptera,Vespertilionidae,우수리박쥐,Myotis petax
Mammalia,Chiroptera,Vespertilionidae,집박쥐,Pipistrellus abramus
Mammalia,Chiroptera,Vespertilionidae,토끼박쥐,Plecotus ognevi
Mammalia,Chiroptera,Vespertilionidae,북방애기박쥐,Vespertilio murinus
Mammalia,Chiroptera,Vespertilionidae,안주애기박쥐,Vespertilio sinensis
Mammalia,Carnivora,Felidae,스라소니,Lynx lynx
Mammalia,Carnivora,Felidae,삵,Prionailurus bengalensis
Mammalia,Carnivora,Canidae,승냥이,Cuon alpinus
Mammalia,Carnivora,Canidae,너구리,Nyctereutes procyonoides
Mammalia,Carnivora,Ursidae,불곰,Ursus arctos
Mammalia,Carnivora,Otariidae,물개,Callorhinus ursinus
Mammalia,Carnivora,Otariidae,큰바다사자,Eumetopias jubatus
Mammalia,Carnivora,Otariidae,바다사자,Zalophus japonicus
Mammalia,Carnivora,Phocidae,흰띠박이물범,Histriophoca fasciata
Mammalia,Carnivora,Phocidae,물범,Phoca largha
Mammalia,Carnivora,Phocidae,고리무늬물범,Pusa hispida
Mammalia,Carnivora,Mustelidae,수달,Lutra lutra
Mammalia,Carnivora,Mustelidae,담비,Martes flavigula
Mammalia,Carnivora,Mustelidae,산달,Martes melampus
Mammalia,Carnivora,Mustelidae,검은담비,Martes zibellina
Mammalia,Carnivora,Mustelidae,오소리,Meles leucurus
Mammalia,Carnivora,Mustelidae,고산족제비,Mustela altaica
Mammalia,Carnivora,Mustelidae,무산쇠족제비,Mustela nivalis
Mammalia,Carnivora,Mustelidae,족제비,Mustela sibirica
Mammalia,Artiodactyla,Suidae,멧돼지,Sus scrofa
Mammalia,Artiodactyla,Moschidae,사향노루,Moschus moschiferus
Mammalia,Artiodactyla,Cervidae,노루,Capreolus pygargus
Mammalia,Artiodactyla,Cervidae,말사슴,Cervus elaphus
Mammalia,Artiodactyla,Cervidae,고라니,Hydropotes inermis
Mammalia,Artiodactyla,Bovidae,산양,Naemorhedus caudatus
Mammalia,Cetacea,Balaenopteridae,밍크고래,Balaenoptera acutorostrata
Mammalia,Cetacea,Balaenopteridae,보리고래,Balaenoptera borealis
Mammalia,Cetacea,Balaenopteridae,브라이드고래,Balaenoptera edeni
Mammalia,Cetacea,Balaenopteridae,흰긴수염고래,Balaenoptera musculus
Mammalia,Cetacea,Balaenopteridae,긴수염고래,Balaenoptera physalus
Mammalia,Cetacea,Balaenopteridae,혹등고래,Megaptera novaeangliae
Mammalia,Cetacea,Eschrichtiidae,쇠고래,Eschrichtius robustus
Mammalia,Cetacea,Delphinidae,돌고래,Delphinus capensis
Mammalia,Cetacea,Delphinidae,참돌고래,Delphinus delphis
Mammalia,Cetacea,Delphinidae,들고양이고래,Feresa attenuata
Mammalia,Cetacea,Delphinidae,들쇠고래,Globicephala macrorhynchus
Mammalia,Cetacea,Delphinidae,큰머리돌고래,Grampus griseus
Mammalia,Cetacea,Delphinidae,곱등어,Lagenorhynchus obliquidens
Mammalia,Cetacea,Delphinidae,고추돌고래,Lissodelphis borealis
Mammalia,Cetacea,Delphinidae,범고래,Orcinus orca
Mammalia,Cetacea,Delphinidae,고양이고래,Peponocephala electra
Mammalia,Cetacea,Delphinidae,흑범고래,Pseudorca crassidens
Mammalia,Cetacea,Delphinidae,알락물돼지,Stenella attenuata
Mammalia,Cetacea,Delphinidae,줄박이돌고래,Stenella coeruleoalba
Mammalia,Cetacea,Delphinidae,긴부리돌고래,Stenella longirostris
Mammalia,Cetacea,Delphinidae,뱀머리돌고래,Steno bredanensis
Mammalia,Cetacea,Delphinidae,큰돌고래,Tursiops truncatus
Mammalia,Cetacea,Monodontidae,흰돌고래,Delphinapterus leucas
Mammalia,Cetacea,Phocoenidae,쇠돌고래,Phocoena phocoena
Mammalia,Cetacea,Phocoenidae,작은곱등어,Phocoenoides dalli
Mammalia,Cetacea,Physeteridae,꼬마향고래,Kogia breviceps
Mammalia,Cetacea,Physeteridae,쇠향고래,Kogia sima
Mammalia,Cetacea,Physeteridae,말향고래,Physeter catodon
Mammalia,Cetacea,Ziphiidae,기름고래,Berardius bairdii
Mammalia,Cetacea,Ziphiidae,혹부리고래,Mesoplodon densirostris
Mammalia,Cetacea,Ziphiidae,은행이빨부리고래,Mesoplodon ginkgodens
Mammalia,Cetacea,Ziphiidae,큰이빨부리고래,Mesoplodon stejnegeri
Mammalia,Cetacea,Ziphiidae,민부리고래,Ziphius cavirostris
Mammalia,Lagomorpha,Leporidae,멧토끼,Lepus coreanus
Mammalia,Rodentia,Sciuridae,청설모,Sciurus vulgaris
Mammalia,Rodentia,Sminthidae,긴꼬리꼬마쥐,Sicista caudata
Mammalia,Rodentia,Cricetidae,쇠갈밭쥐,Lasiopodomys mandarinus
Mammalia,Rodentia,Cricetidae,갈밭쥐,Microtus fortis
Mammalia,Rodentia,Cricetidae,대륙밭쥐,Craseomys regulus
Mammalia,Rodentia,Cricetidae,북방대륙밭쥐,Craseomys rufocanus
Mammalia,Rodentia,Cricetidae,숲들쥐,Myodes rutilus
Mammalia,Rodentia,Cricetidae,사향쥐,Ondatra zibethicus
Mammalia,Rodentia,Cricetidae,비단털등줄쥐,Cricetulus barabensis
Mammalia,Rodentia,Cricetidae,비단털쥐,Tscherskia triton
Mammalia,Rodentia,Muridae,등줄쥐,Apodemus agrarius
Mammalia,Rodentia,Muridae,흰넓적다리붉은쥐,Apodemus peninsulae
Mammalia,Rodentia,Muridae,멧밭쥐,Micromys minutus
Mammalia,Rodentia,Muridae,생쥐,Mus musculus
Mammalia,Rodentia,Muridae,집쥐,Rattus norvegicus
Mammalia,Rodentia,Myocastoridae,뉴트리아,Myocastor coypus
Mammalia,Lagomorpha,Leporidae,만주토끼,Lepus mandshuricus
Mammalia,Rodentia,Muridae,제주등줄쥐,Apodemus chejuensis
Mammalia,Lagomorpha,Ochotonidae,우는토끼,Ochotona coreana
Mammalia,Soricomorpha,Talpidae,두더지,Mogera robusta
Mammalia,Chiroptera,Vespertilionidae,쇠멧박쥐,Nyctalus furvus
Mammalia,Chiroptera,Vespertilionidae,쇠집박쥐,Pipistrellus endoi
Mammalia,Chiroptera,Vespertilionidae,대륙쇠큰수염박쥐,Myotis davidii
Mammalia,Chiroptera,Vespertilionidae,긴꼬리윗수염박쥐,Myotis longicaudatus
Mammalia,Chiroptera,Vespertilionidae,붉은박쥐,Myotis rufoniger
Mammalia,Chiroptera,Vespertilionidae,윗수염박쥐,Myotis sibiricus
Mammalia,Cetacea,Balaenidae,북태평양참고래,Eubalaena japonica
Mammalia,Cetacea,Phocoenidae,상괭이,Neophocaena asiaeorientalis
Mammalia,Cetacea,Delphinidae,남방큰돌고래,Tursiops aduncus
Mammalia,Carnivora,Canidae,늑대,Canis lupus coreanus
Mammalia,Carnivora,Ursidae,반달가슴곰,Ursus thibetanus ussuricus
Mammalia,Artiodactyla,Cervidae,대륙사슴,Cervus nippon hortulorum
Mammalia,Carnivora,Canidae,여우,Vulpes vulpes peculiosa
Mammalia,Carnivora,Felidae,호랑이,Panthera tigris altaica
Mammalia,Rodentia,Sciuridae,하늘다람쥐,Pteromys volans aluco
Mammalia,Carnivora,Felidae,표범,Panthera pardus orientalis
Mammalia,Chiroptera,Miniopteridae,작은긴날개박쥐,Miniopterus fuscus
Mammalia,Rodentia,Sciuridae,다람쥐,Eutamias sibiricus
Mammalia,Rodentia,Muridae,애급쥐,Rattus tanezumi
Reptilia,Testudines,Cheloniidae,붉은바다거북,Caretta caretta
Reptilia,Testudines,Cheloniidae,푸른바다거북,Chelonia mydas
Reptilia,Testudines,Dermochelyidae,장수거북,Dermochelys coriacea
Reptilia,Testudines,Geoemydidae,남생이,Mauremys reevesii
Reptilia,Testudines,Emydidae,붉은귀거북,Trachemys scripta
Reptilia,Testudines,Trionychidae,자라,Pelodiscus maackii
Reptilia,Testudines,Trionychidae,중국자라,Pelodiscus sinensis
Reptilia,Squamata,Gekkonidae,도마뱀부치,Gekko japonicus
Reptilia,Squamata,Scincidae,장수도마뱀,Plestiodon coreensis
Reptilia,Squamata,Scincidae,북도마뱀,Scincella huanrenensis
Reptilia,Squamata,Scincidae,도마뱀,Scincella vandenburghi
Reptilia,Squamata,Lacertidae,표범장지뱀,Eremias argus
Reptilia,Squamata,Lacertidae,아무르장지뱀,Takydromus amurensis
Reptilia,Squamata,Lacertidae,줄장지뱀,Takydromus wolteri
Reptilia,Squamata,Colubridae,대륙유혈목이,Amphiesma vibakari
Reptilia,Squamata,Colubridae,능구렁이,Dinodon rufozonatum
Reptilia,Squamata,Colubridae,세줄무늬뱀,Elaphe davidi
Reptilia,Squamata,Colubridae,누룩뱀,Elaphe dione
Reptilia,Squamata,Colubridae,구렁이,Elaphe schrenckii
Reptilia,Squamata,Colubridae,무자치,Oocatochus rufodorsatus
Reptilia,Squamata,Colubridae,실뱀,Hierophis spinalis
Reptilia,Squamata,Colubridae,유혈목이,Rhabdophis tigrinus
Reptilia,Squamata,Colubridae,비바리뱀,Sibynophis chinensis
Reptilia,Squamata,Elaphidae,얼룩바다뱀,Hydrophis cyanocinctus
Reptilia,Squamata,Elaphidae,먹대가리바다뱀,Hydrophis melanocephalus
Reptilia,Squamata,Elaphidae,바다뱀,Pelamis platura
Reptilia,Squamata,Viperidae,살모사,Gloydius brevicaudus
Reptilia,Squamata,Viperidae,까치살모사,Gloydius saxatilis
Reptilia,Squamata,Viperidae,쇠살모사,Gloydius ussuriensis
Reptilia,Squamata,Viperidae,북살모사,Vipera berus
Reptilia,Testudines,Geoemydidae,중국줄무늬목거북,Mauremys sinensis
Reptilia,Squamata,Colubridae,줄꼬리뱀,Orthriophis taeniura
Reptilia,Testudines,Cheloniidae,매부리바다거북,Eretmochelys imbricata
Reptilia,Squamata,Elaphidae,좁은띠큰바다뱀,Laticauda laticaudata
Reptilia,Squamata,Elaphidae,넓은띠큰바다뱀,Laticauda semifasciata
Reptilia,Testudines,Emydidae,리버쿠터,Pseudemys concinna
Reptilia,Testudines,Emydidae,플로리다붉은배거북,Pseudemys nelsoni
Aves,Galliformes,Phasianidae,들꿩,Tetrastes bonasia
Aves,Galliformes,Phasianidae,멧닭,Lyrurus tetrix
Aves,Galliformes,Phasianidae,메추라기,Coturnix japonica
Aves,Galliformes,Phasianidae,꿩,Phasianus colchicus
Aves,Anseriformes,Anatidae,개리,Anser cygnoides
Aves,Anseriformes,Anatidae,큰기러기,Anser fabalis
Aves,Anseriformes,Anatidae,회색기러기,Anser anser
Aves,Anseriformes,Anatidae,쇠기러기,Anser albifrons
Aves,Anseriformes,Anatidae,흰이마기러기,Anser erythropus
Aves,Anseriformes,Anatidae,줄기러기,Anser indicus
Aves,Anseriformes,Anatidae,흰머리기러기,Anser canagicus
Aves,Anseriformes,Anatidae,흰기러기,Anser caerulescens
Aves,Anseriformes,Anatidae,흑기러기,Branta bernicla
Aves,Anseriformes,Anatidae,혹고니,Cygnus olor
Aves,Anseriformes,Anatidae,고니,Cygnus columbianus
Aves,Anseriformes,Anatidae,큰고니,Cygnus cygnus
Aves,Anseriformes,Anatidae,혹부리오리,Tadorna tadorna
Aves,Anseriformes,Anatidae,황오리,Tadorna ferruginea
Aves,Anseriformes,Anatidae,원앙사촌,Tadorna cristata
Aves,Anseriformes,Anatidae,원앙,Aix galericulata
Aves,Anseriformes,Anatidae,미국오리,Anas rubripes
Aves,Anseriformes,Anatidae,청둥오리,Anas platyrhynchos
Aves,Anseriformes,Anatidae,고방오리,Anas acuta
Aves,Anseriformes,Anatidae,쇠오리,Anas crecca
Aves,Anseriformes,Anatidae,붉은부리흰죽지,Netta rufina
Aves,Anseriformes,Anatidae,큰흰죽지,Aythya valisineria
Aves,Anseriformes,Anatidae,미국흰죽지,Aythya americana
Aves,Anseriformes,Anatidae,흰죽지,Aythya ferina
Aves,Anseriformes,Anatidae,붉은가슴흰죽지,Aythya baeri
Aves,Anseriformes,Anatidae,적갈색흰죽지,Aythya nyroca
Aves,Anseriformes,Anatidae,댕기흰죽지,Aythya fuligula
Aves,Anseriformes,Anatidae,검은머리흰죽지,Aythya marila
Aves,Anseriformes,Anatidae,호사북방오리,Somateria spectabilis
Aves,Anseriformes,Anatidae,흰줄박이오리,Histrionicus histrionicus
Aves,Anseriformes,Anatidae,검둥오리,Melanitta americana
Aves,Anseriformes,Anatidae,바다꿩,Clangula hyemalis
Aves,Anseriformes,Anatidae,흰뺨오리,Bucephala clangula
Aves,Anseriformes,Anatidae,북방흰뺨오리,Bucephala islandica
Aves,Anseriformes,Anatidae,흰비오리,Mergellus albellus
Aves,Anseriformes,Anatidae,비오리,Mergus merganser
Aves,Anseriformes,Anatidae,바다비오리,Mergus serrator
Aves,Anseriformes,Anatidae,호사비오리,Mergus squamatus
Aves,Gaviiformes,Gaviidae,아비,Gavia stellata
Aves,Gaviiformes,Gaviidae,큰회색머리아비,Gavia arctica
Aves,Gaviiformes,Gaviidae,회색머리아비,Gavia pacifica
Aves,Gaviiformes,Gaviidae,흰부리아비,Gavia adamsii
Aves,Procellariiformes,Diomedeidae,알바트로스,Phoebastria albatrus
Aves,Procellariiformes,Procellariidae,흰배슴새,Pterodroma hypoleuca
Aves,Procellariiformes,Procellariidae,슴새,Calonectris leucomelas
Aves,Procellariiformes,Procellariidae,검은슴새,Bulweria bulwerii
Aves,Podicipediformes,Podicipedidae,논병아리,Tachybaptus ruficollis
Aves,Podicipediformes,Podicipedidae,큰논병아리,Podiceps grisegena
Aves,Podicipediformes,Podicipedidae,뿔논병아리,Podiceps cristatus
Aves,Podicipediformes,Podicipedidae,귀뿔논병아리,Podiceps auritus
Aves,Podicipediformes,Podicipedidae,검은목논병아리,Podiceps nigricollis
Aves,Ciconiiformes,Ciconiidae,먹황새,Ciconia nigra
Aves,Ciconiiformes,Ciconiidae,황새,Ciconia boyciana
Aves,Ciconiiformes,Threskiornithidae,검은머리흰따오기,Threskiornis melanocephalus
Aves,Ciconiiformes,Threskiornithidae,따오기,Nipponia nippon
Aves,Ciconiiformes,Threskiornithidae,노랑부리저어새,Platalea leucorodia
Aves,Ciconiiformes,Threskiornithidae,저어새,Platalea minor
Aves,Ciconiiformes,Ardeidae,알락해오라기,Botaurus stellaris
Aves,Ciconiiformes,Ardeidae,덤불해오라기,Ixobrychus sinensis
Aves,Ciconiiformes,Ardeidae,큰덤불해오라기,Ixobrychus eurhythmus
Aves,Ciconiiformes,Ardeidae,열대붉은해오라기,Ixobrychus cinnamomeus
Aves,Ciconiiformes,Ardeidae,붉은해오라기,Gorsachius goisagi
Aves,Ciconiiformes,Ardeidae,푸른눈테해오라기,Gorsachius melanolophus
Aves,Ciconiiformes,Ardeidae,해오라기,Nycticorax nycticorax
Aves,Ciconiiformes,Ardeidae,검은댕기해오라기,Butorides striata
Aves,Ciconiiformes,Ardeidae,흰날개해오라기,Ardeola bacchus
Aves,Ciconiiformes,Ardeidae,황로,Bubulcus ibis
Aves,Ciconiiformes,Ardeidae,왜가리,Ardea cinerea
Aves,Ciconiiformes,Ardeidae,붉은왜가리,Ardea purpurea
Aves,Ciconiiformes,Ardeidae,중대백로,Ardea alba
Aves,Ciconiiformes,Ardeidae,쇠백로,Egretta garzetta
Aves,Ciconiiformes,Ardeidae,흑로,Egretta sacra
Aves,Ciconiiformes,Ardeidae,노랑부리백로,Egretta eulophotes
Aves,Pelecaniformes,Fregatidae,큰군함조,Fregata minor
Aves,Pelecaniformes,Fregatidae,군함조,Fregata ariel
Aves,Pelecaniformes,Pelecanidae,큰사다새,Pelecanus onocrotalus
Aves,Pelecaniformes,Pelecanidae,사다새,Pelecanus crispus
Aves,Pelecaniformes,Sulidae,푸른얼굴얼가니새,Sula dactylatra
Aves,Pelecaniformes,Sulidae,붉은발얼가니새,Sula sula
Aves,Pelecaniformes,Sulidae,갈색얼가니새,Sula leucogaster
Aves,Pelecaniformes,Phalacrocoracidae,민물가마우지,Phalacrocorax carbo
Aves,Pelecaniformes,Phalacrocoracidae,가마우지,Phalacrocorax capillatus
Aves,Pelecaniformes,Phalacrocoracidae,쇠가마우지,Phalacrocorax pelagicus
Aves,Pelecaniformes,Phalacrocoracidae,붉은뺨가마우지,Phalacrocorax urile
Aves,Falconiformes,Falconidae,황조롱이,Falco tinnunculus
Aves,Falconiformes,Falconidae,비둘기조롱이,Falco amurensis
Aves,Falconiformes,Falconidae,쇠황조롱이,Falco columbarius
Aves,Falconiformes,Falconidae,새호리기,Falco subbuteo
Aves,Falconiformes,Falconidae,헨다손매,Falco cherrug
Aves,Falconiformes,Falconidae,흰매,Falco rusticolus
Aves,Falconiformes,Falconidae,매,Falco peregrinus
Aves,Falconiformes,Accipitridae,물수리,Pandion haliaetus
Aves,Falconiformes,Accipitridae,벌매,Pernis ptilorhynchus
Aves,Falconiformes,Accipitridae,솔개,Milvus migrans
Aves,Falconiformes,Accipitridae,흰꼬리수리,Haliaeetus albicilla
Aves,Falconiformes,Accipitridae,참수리,Haliaeetus pelagicus
Aves,Falconiformes,Accipitridae,수염수리,Gypaetus barbatus
Aves,Falconiformes,Accipitridae,고산대머리수리,Gyps himalayensis
Aves,Falconiformes,Accipitridae,독수리,Aegypius monachus
Aves,Falconiformes,Accipitridae,관수리,Spilornis cheela
Aves,Falconiformes,Accipitridae,개구리매,Circus spilonotus
Aves,Falconiformes,Accipitridae,잿빛개구리매,Circus cyaneus
Aves,Falconiformes,Accipitridae,알락개구리매,Circus melanoleucos
Aves,Falconiformes,Accipitridae,붉은배새매,Accipiter soloensis
Aves,Falconiformes,Accipitridae,조롱이,Accipiter gularis
Aves,Falconiformes,Accipitridae,새매,Accipiter nisus
Aves,Falconiformes,Accipitridae,참매,Accipiter gentilis
Aves,Falconiformes,Accipitridae,왕새매,Butastur indicus
Aves,Falconiformes,Accipitridae,대륙말똥가리,Buteo buteo
Aves,Falconiformes,Accipitridae,큰말똥가리,Buteo hemilasius
Aves,Falconiformes,Accipitridae,털발말똥가리,Buteo lagopus
Aves,Falconiformes,Accipitridae,초원수리,Aquila nipalensis
Aves,Falconiformes,Accipitridae,흰죽지수리,Aquila heliaca
Aves,Falconiformes,Accipitridae,검독수리,Aquila chrysaetos
Aves,Falconiformes,Accipitridae,흰점어깨수리,Hieraaetus pennatus
Aves,Gruiformes,Otidae,느시,Otis tarda
Aves,Gruiformes,Rallidae,알락뜸부기,Coturnicops exquisitus
Aves,Gruiformes,Rallidae,회색가슴뜸부기,Rallus aquaticus
Aves,Gruiformes,Rallidae,흰배뜸부기,Amaurornis phoenicurus
Aves,Gruiformes,Rallidae,뜸부기,Gallicrex cinerea
Aves,Gruiformes,Rallidae,쇠물닭,Gallinula chloropus
Aves,Gruiformes,Rallidae,물닭,Fulica atra
Aves,Gruiformes,Gruidae,캐나다두루미,Grus canadensis
Aves,Gruiformes,Gruidae,재두루미,Grus vipio
Aves,Gruiformes,Gruidae,검은목두루미,Grus grus
Aves,Gruiformes,Gruidae,흑두루미,Grus monacha
Aves,Gruiformes,Gruidae,두루미,Grus japonensis
Aves,Turniciformes,Turnicidae,세가락메추라기,Turnix tanki
Aves,Charadriiformes,Haematopodidae,검은머리물떼새,Haematopus ostralegus
Aves,Charadriiformes,Recurvirostridae,장다리물떼새,Himantopus himantopus
Aves,Charadriiformes,Recurvirostridae,뒷부리장다리물떼새,Recurvirostra avosetta
Aves,Charadriiformes,Charadriidae,댕기물떼새,Vanellus vanellus
Aves,Charadriiformes,Charadriidae,민댕기물떼새,Vanellus cinereus
Aves,Charadriiformes,Charadriidae,검은가슴물떼새,Pluvialis fulva
Aves,Charadriiformes,Charadriidae,개꿩,Pluvialis squatarola
Aves,Charadriiformes,Rostratulidae,호사도요,Rostratula benghalensis
Aves,Charadriiformes,Jacanidae,물꿩,Hydrophasianus chirurgus
Aves,Charadriiformes,Scolopacidae,멧도요,Scolopax rusticola
Aves,Charadriiformes,Scolopacidae,꼬마도요,Lymnocryptes minimus
Aves,Charadriiformes,Scolopacidae,청도요,Gallinago solitaria
Aves,Charadriiformes,Scolopacidae,큰꺅도요,Gallinago hardwickii
Aves,Charadriiformes,Scolopacidae,바늘꼬리도요,Gallinago stenura
Aves,Charadriiformes,Scolopacidae,꺅도요사촌,Gallinago megala
Aves,Charadriiformes,Scolopacidae,꺅도요,Gallinago gallinago
Aves,Charadriiformes,Scolopacidae,긴부리도요,Limnodromus scolopaceus
Aves,Charadriiformes,Scolopacidae,큰부리도요,Limnodromus semipalmatus
Aves,Charadriiformes,Scolopacidae,쇠부리도요,Numenius minutus
Aves,Charadriiformes,Scolopacidae,중부리도요,Numenius phaeopus
Aves,Charadriiformes,Scolopacidae,마도요,Numenius arquata
Aves,Charadriiformes,Scolopacidae,알락꼬리마도요,Numenius madagascariensis
Aves,Charadriiformes,Scolopacidae,학도요,Tringa erythropus
Aves,Charadriiformes,Scolopacidae,붉은발도요,Tringa totanus
Aves,Charadriiformes,Scolopacidae,쇠청다리도요,Tringa stagnatilis
Aves,Charadriiformes,Scolopacidae,청다리도요,Tringa nebularia
Aves,Charadriiformes,Scolopacidae,청다리도요사촌,Tringa guttifer
Aves,Charadriiformes,Scolopacidae,큰노랑발도요,Tringa melanoleuca
Aves,Charadriiformes,Scolopacidae,삑삑도요,Tringa ochropus
Aves,Charadriiformes,Scolopacidae,알락도요,Tringa glareola
Aves,Charadriiformes,Scolopacidae,뒷부리도요,Xenus cinereus
Aves,Charadriiformes,Scolopacidae,깝작도요,Actitis hypoleucos
Aves,Charadriiformes,Scolopacidae,꼬까도요,Arenaria interpres
Aves,Charadriiformes,Scolopacidae,붉은어깨도요,Calidris tenuirostris
Aves,Charadriiformes,Scolopacidae,붉은가슴도요,Calidris canutus
Aves,Charadriiformes,Scolopacidae,세가락도요,Calidris alba
Aves,Charadriiformes,Scolopacidae,좀도요,Calidris ruficollis
Aves,Charadriiformes,Scolopacidae,작은도요,Calidris minuta
Aves,Charadriiformes,Scolopacidae,흰꼬리좀도요,Calidris temminckii
Aves,Charadriiformes,Scolopacidae,종달도요,Calidris subminuta
Aves,Charadriiformes,Scolopacidae,아메리카메추라기도요,Calidris melanotos
Aves,Charadriiformes,Scolopacidae,메추라기도요,Calidris acuminata
Aves,Charadriiformes,Scolopacidae,붉은갯도요,Calidris ferruginea
Aves,Charadriiformes,Scolopacidae,민물도요,Calidris alpina
Aves,Charadriiformes,Scolopacidae,큰지느러미발도요,Phalaropus tricolor
Aves,Charadriiformes,Scolopacidae,지느러미발도요,Phalaropus lobatus
Aves,Charadriiformes,Scolopacidae,붉은배지느러미발도요,Phalaropus fulicarius
Aves,Charadriiformes,Glareolidae,제비물떼새,Glareola maldivarum
Aves,Charadriiformes,Laridae,괭이갈매기,Larus crassirostris
Aves,Charadriiformes,Laridae,갈매기,Larus canus
Aves,Charadriiformes,Laridae,수리갈매기,Larus glaucescens
Aves,Charadriiformes,Laridae,흰갈매기,Larus hyperboreus
Aves,Charadriiformes,Laridae,작은흰갈매기,Larus glaucoides
Aves,Charadriiformes,Laridae,옅은재갈매기,Larus smithsonianus
Aves,Charadriiformes,Laridae,줄무늬노랑발갈매기,Larus heuglini
Aves,Charadriiformes,Laridae,큰재갈매기,Larus schistisagus
Aves,Charadriiformes,Laridae,북극흰갈매기,Pagophila eburnea
Aves,Charadriiformes,Laridae,목테갈매기,Xema sabini
Aves,Charadriiformes,Laridae,세가락갈매기,Rissa tridactyla
Aves,Charadriiformes,Laridae,긴꼬리제비갈매기,Sterna dougallii
Aves,Charadriiformes,Laridae,제비갈매기,Sterna hirundo
Aves,Charadriiformes,Laridae,구레나룻제비갈매기,Chlidonias hybrida
Aves,Charadriiformes,Laridae,흰죽지제비갈매기,Chlidonias leucopterus
Aves,Charadriiformes,Laridae,검은제비갈매기,Chlidonias niger
Aves,Charadriiformes,Stercorariidae,남극도둑갈매기,Stercorarius maccormicki
Aves,Charadriiformes,Stercorariidae,넓적꼬리도둑갈매기,Stercorarius pomarinus
Aves,Charadriiformes,Stercorariidae,북극도둑갈매기,Stercorarius parasiticus
Aves,Charadriiformes,Stercorariidae,긴꼬리도둑갈매기,Stercorarius longicaudus
Aves,Charadriiformes,Alcidae,큰부리바다오리,Uria lomvia
Aves,Charadriiformes,Alcidae,바다오리,Uria aalge
Aves,Charadriiformes,Alcidae,알락쇠오리,Brachyramphus perdix
Aves,Charadriiformes,Alcidae,바다쇠오리,Synthliboramphus antiquus
Aves,Charadriiformes,Alcidae,뿔쇠오리,Synthliboramphus wumizusume
Aves,Charadriiformes,Alcidae,작은바다오리,Aethia pusilla
Aves,Charadriiformes,Alcidae,흰수염바다오리,Cerorhinca monocerata
Aves,Columbiformes,Pteroclidae,사막꿩,Syrrhaptes paradoxus
Aves,Columbiformes,Columbidae,낭비둘기,Columba rupestris
Aves,Columbiformes,Columbidae,분홍가슴비둘기,Columba oenas
Aves,Columbiformes,Columbidae,흑비둘기,Columba janthina
Aves,Columbiformes,Columbidae,염주비둘기,Streptopelia decaocto
Aves,Columbiformes,Columbidae,홍비둘기,Streptopelia tranquebarica
Aves,Columbiformes,Columbidae,목점박이비둘기,Streptopelia chinensis
Aves,Columbiformes,Columbidae,녹색비둘기,Treron sieboldii
Aves,Cuculiformes,Cuculidae,밤색날개뻐꾸기,Clamator coromandus
Aves,Cuculiformes,Cuculidae,검은등뻐꾸기,Cuculus micropterus
Aves,Cuculiformes,Cuculidae,뻐꾸기,Cuculus canorus
Aves,Cuculiformes,Cuculidae,두견,Cuculus poliocephalus
Aves,Cuculiformes,Cuculidae,검은두견이,Surniculus lugubris
Aves,Cuculiformes,Cuculidae,검은뻐꾸기,Eudynamys scolopacea
Aves,Cuculiformes,Cuculidae,작은뻐꾸기사촌,Centropus bengalensis
Aves,Strigiformes,Strigidae,큰소쩍새,Otus bakkamoena
Aves,Strigiformes,Strigidae,소쩍새,Otus sunia
Aves,Strigiformes,Strigidae,수리부엉이,Bubo bubo
Aves,Strigiformes,Strigidae,올빼미,Strix aluco
