Class,Order,Family,Korean_Name,Scientific_Name
Malacostraca,Decapoda,Oregoniidae,바이올린두꺼비게,Hyas alutaceus
Malacostraca,Decapoda,Majidae,애기털다리게,Holthuija miersii
Malacostraca,Decapoda,Majidae,털다리게,Paramaya spinigera
Malacostraca,Decapoda,Ocypodidae,농게,Tubuca arcuata
Malacostraca,Decapoda,Palaemonidae,실다리밀새우,Palaemon annandalei
Malacostraca,Decapoda,Palaemonidae,각시흰새우,Palaemon modestus
Malacostraca,Decapoda,Palaemonidae,흰새우,Palaemon orientis
Malacostraca,Decapoda,Palaemonidae,꼬리점유령새우,Ancylocaris brevicarpalis
Malacostraca,Decapoda,Palaemonidae,예쁜점유령새우,Actinimenes ornatus
Malacostraca,Decapoda,Penaeidae,남방보리새우,Penaeus latisulcatus
Malacostraca,Decapoda,Penaeidae,곧은뿔깔깔새우,Metapenaeopsis kyushuensis
Malacostraca,Decapoda,Penaeidae,긴뿔민새우,Mierspenaeopsis hardwickii
Malacostraca,Decapoda,Penaeidae,민새우,Batepenaeopsis tenella
Malacostraca,Decapoda,Pinnotheridae,개량조개속살이게,Pinnotheres tsingtaoensis
Malacostraca,Decapoda,Portunidae,꼬마두드러기꽃게,Monomia argentata
Malacostraca,Decapoda,Portunidae,두드러기꽃게,Monomia gladiator
Malacostraca,Decapoda,Ocypodidae,흰발농게,Austruca lactea
Malacostraca,Decapoda,Sergestidae,꽃젓새우,Lucensosergia lucens
Malacostraca,Decapoda,Sergestidae,남방꽃젓새우,Challengerosergia talismani
Malacostraca,Decapoda,Sesarmidae,두이빨사각게,Parasesarma bidens
Ostracoda,Podocopida,Leptocytheridae,발톱파도무늬씨벌레,Callistocythere laevis
Ostracoda,Podocopida,Cytheruridae,오쿠보구릉무늬씨벌레,Hemicytherura okuboi
Ostracoda,Podocopida,Paradoxostomatidae,세토잎모양층씨벌레,Obesostoma setosum
Malacostraca,Decapoda,Corystidae,긴수염게,Jonas distinctus
Malacostraca,Decapoda,Goneplacidae,원숭이게,Carcinoplax longimanus
Malacostraca,Decapoda,Inachidae,매끈콩알게,Litosus sexspinosus
Malacostraca,Decapoda,Sesarmidae,메르귀게,Clistocoeloma merguiense
Malacostraca,Decapoda,Xanthidae,편평부채게,Forestiana granulata
Malacostraca,Isopoda,Asellidae,물벌레,Asellus hilgendorfii
Malacostraca,Isopoda,Bopyridae,갯가재붙이아감벌레,Pleurocrypta macrocephala
Malacostraca,Isopoda,Holognathidae,나도주걱벌레붙이,Chongxidotea annandalei
Malacostraca,Mysida,Mysidae,이형곤쟁이,Hemiacanthomysis dimorpha
Copepoda,Harpacticoida,Tetragonicipitidae,짧은꼬리노벌레,Phyllopodopsyllus thiebaudi santacruzensis
Copepoda,Harpacticoida,Tetragonicipitidae,황소뿔노벌레,Laophontella horrida dentata
Malacostraca,Decapoda,Atyidae,한국새뱅이,Neocaridina heteropoda koreana
Clitellata,Rhynchobdellida,Glossiphoniidae,연두넙적거머리,Glossiphonia paludosa
Gordioida,Chordodea,Chordodidae,오디흑연가시,Chordodes koreensis
Clitellata,Rhynchobdellida,Glossiphoniidae,회색넙적거머리,Alboglossiphonia weberi
Clitellata,Rhynchobdellida,Glossiphoniidae,민물넙적거머리,Helobdella stagnalis
Clitellata,Rhynchobdellida,Glossiphoniidae,개구리넙적거머리,Torix tagoi
Gordioida,Gordea,Gordiidae,가는줄연가시,Gordius lineatus
Eutardigrada,Parachela,Eohypsibiidae,누렁이참곰벌레,Bertolanius mahunkai
Eutardigrada,Parachela,Hypsibiidae,산곰벌레,Diphascon alpinum
Eutardigrada,Parachela,Hypsibiidae,점박이곰벌레,Pilatobius iltisi
Eutardigrada,Parachela,Hypsibiidae,긴주둥이곰벌레,Adropion prorsirostre
Eutardigrada,Parachela,Hypsibiidae,고리곰벌레,Adropion scoticum
Eutardigrada,Parachela,Hypsibiidae,띠곰벌레,Ramazzottius oberhaeuseri
Eutardigrada,Parachela,Macrobiotidae,호박참곰벌레,Paramacrobiotus areolatus
Eutardigrada,Parachela,Macrobiotidae,태양참곰벌레,Mesobiotus harmsworthi
Eutardigrada,Parachela,Murrayidae,잠보참곰벌레,Murrayon hibernicus
Eutardigrada,Parachela,Macrobiotidae,곰보참곰벌레,Macrobiotus hufelandi
Eutardigrada,Parachela,Macrobiotidae,매끈이참곰벌레,Minibiotus intermedius
Eutardigrada,Parachela,Richtersiidae,구멍참곰벌레,Diaforobiotus islandicus
Eutardigrada,Parachela,Macrobiotidae,서양참곰벌레,Macrobiotus occidentalis striatus
Eutardigrada,Parachela,Macrobiotidae,별참곰벌레,Paramacrobiotus richtersi
Heterotardigrada,Echiniscoidea,Echiniscidae,주름가시곰벌레붙이,Pseudechiniscus juanitae
Heterotardigrada,Arthrotardigrada,Batillipedidae,세돌기원반발가락곰벌레,Batillipes tridentatus
Gymnolaemata,Cheilostomata,Adeonidae,넓적부리이끼벌레,Adeonella lichenoides
Gymnolaemata,Cheilostomata,Adeonidae,사슴뿔이끼벌레,Adeonellopsis japonica
Gymnolaemata,Cheilostomata,Bugulidae,캘리포니아이끼벌레,Bugulina californica
Gymnolaemata,Cheilostomata,Bugulidae,치상이끼벌레,Virididentula dentata
Gymnolaemata,Cheilostomata,Calloporidae,거미이끼벌레,Tegella incrustata
Gymnolaemata,Cheilostomata,Candidae,가시이끼벌레,Licornia diadema
Gymnolaemata,Cheilostomata,Candidae,모가시이끼벌레,Scrupocaberea maderensis
Gymnolaemata,Cheilostomata,Electridae,여린엘렉트라이끼벌레,Arbopercula tenella
Gymnolaemata,Cheilostomata,Eurystomellidae,두입술유리스토멜라이끼벌레,Integripelta bilabiata
Gymnolaemata,Cheilostomata,Membraniporidae,불규칙막이끼벌레,Biflustra irregulata
Gymnolaemata,Cheilostomata,Membraniporidae,관막이끼벌레,Jellyella tuberculata
Gymnolaemata,Cheilostomata,Petraliidae,화산조두체이끼벌레,Mucropetraliella philippinensis
Phylactolaemata,Plumatellida,Plumatellidae,우무이끼벌레,Gelatinella toanensis
Malacostraca,Amphipoda,Hyperiidae,긴채찍하늘옆새우,Themisto japonica
Malacostraca,Amphipoda,Lestrigonidae,넓은팔하늘옆새우,Lestrigonus latissimus
Malacostraca,Amphipoda,Maeridae,짧은가시멜리타옆새우,Orientomaera brevispina
Malacostraca,Amphipoda,Nuuanuidae,가는채찍옆새우,Nanopalpus holocaudatus
Demospongiae,Tetractinellida,Ancorinidae,오르소많은별해면,Stelletta orthotriaena
Demospongiae,Bubarida,Dictyonellidae,꽃가지해면,Acanthella ramus
Demospongiae,Axinellida,Raspailiidae,털보가지축해면,Raspailia gracilis
Demospongiae,Dictyoceratida,Spongiidae,코랄리나스폰지해면,Spongia corallina
Demospongiae,Dictyoceratida,Spongiidae,보라스폰지해면,Spongia purpurea
Demospongiae,Bubarida,Dictyonellidae,나무동축해면,Phakettia arbora
Demospongiae,Haplosclerida,Chalinidae,구멍솜덩이해면,Haliclona edaphus
Demospongiae,Poecilosclerida,Microcionidae,깃유령해면,Clathria calla
Demospongiae,Poecilosclerida,Microcionidae,헨첼유령해면,Clathria hentscheli
Demospongiae,Poecilosclerida,Microcionidae,렌덴펠드유령해면,Clathria lenedenfeldi
Demospongiae,Poecilosclerida,Microcionidae,심유령해면,Clathria simae
Demospongiae,Poecilosclerida,Mycalidae,정자바늘뼈해면,Mycale chungae
Demospongiae,Poecilosclerida,Mycalidae,깃바늘뼈해면,Mycale parishi
Demospongiae,Poecilosclerida,Microcionidae,유극침유령해면,Clathria acanthostyli
Demospongiae,Poecilosclerida,Microcionidae,가거유령해면,Clathria gageoensis
Demospongiae,Poecilosclerida,Microcionidae,김녕유령해면,Clathria gimnyeoungensis
Demospongiae,Poecilosclerida,Microcionidae,곰바위유령해면,Clathria gombawuiensis
Demospongiae,Poecilosclerida,Microcionidae,홍도유령해면,Clathria hongdoensis
Demospongiae,Poecilosclerida,Microcionidae,중태유령해면,Clathria jungtaedoensis
Demospongiae,Poecilosclerida,Microcionidae,한국유령해면,Clathria koreana
Demospongiae,Poecilosclerida,Microcionidae,거친엽침해면,Clathria lobata
Demospongiae,Poecilosclerida,Microcionidae,모슬침유령해면,Clathria mosulpia
Demospongiae,Poecilosclerida,Microcionidae,망상유령해면,Clathria reticularis
Demospongiae,Poecilosclerida,Microcionidae,소흑산유령해면,Clathria sohuksanensis
Demospongiae,Poecilosclerida,Microcionidae,침유령해면,Clathria spinispicula
Demospongiae,Poecilosclerida,Microcionidae,돌산호유령해면,Clathria spongodes
Demospongiae,Poecilosclerida,Microcionidae,창살유령해면,Clathria terraenovae
Demospongiae,Poecilosclerida,Microcionidae,화살유령해면,Clathria toxipraedita
Demospongiae,Poecilosclerida,Microcionidae,기둥유령해면,Clathria longistyla
Demospongiae,Poecilosclerida,Microcionidae,신양유령해면,Clathria sinyangensis
Demospongiae,Poecilosclerida,Microcionidae,켈리포니아바늘뼈해면,Clathria pennata
Anthozoa,Actiniaria,Actiniidae,풀색꽃해변말미잘,Anthopleura fuscoviridis
Anthozoa,Actiniaria,Actiniidae,태평양꽃해변말미잘,Anthopleura nigrescens
Anthozoa,Actiniaria,Actiniidae,진혹해면말미잘,Aulactinia coccinea
Anthozoa,Actiniaria,Stichodactylidae,융단열말미잘,Stichodactyla tapetum
Anthozoa,Alcyonacea,Alcyoniidae,곤봉바다딸기,Eleutherobia rigida
Anthozoa,Alcyonacea,Alcyoniidae,바다딸기,Eleutherobia rubra
Anthozoa,Alcyonacea,Alcyoniidae,빨강바다딸기,Eleutherobia unicolor
Anthozoa,Alcyonacea,Melithaeidae,양색바늘산호,Melithaea bicolor
Anthozoa,Alcyonacea,Melithaeidae,가는바늘산호,Melithaea tenuis
Anthozoa,Alcyonacea,Plexauridae,실산호,Euplexaura mitsukuri
Hydrozoa,Leptothecata,Symplectoscyphidae,단단테히드라,Symplectoscyphus indivisus
Gastropoda,Nudibranchia,Aeolidiidae,도롱이벌레,Anteaeolidiella indica
Gastropoda,Nudibranchia,Aeolidiidae,곤봉도롱이갯민숭이,Bulbaeolidia alba
Gastropoda,Nudibranchia,Facelinidae,네줄하늘소갯민숭이,Facelina quadrilineata
Gastropoda,Nudibranchia,Facelinidae,검은꼭지하늘소갯민숭이,Favorinus tsuruganus
Demospongiae,Tetractinellida,Vulcanellidae,불시루해면,Vulcanella doederleini
Demospongiae,Poecilosclerida,Myxillidae,껍질끈적해면,Myxilla incrustans
Gastropoda,Nudibranchia,Myrrhinidae,연보라하늘소갯민숭이,Phyllodesmium macphersonae
Anthozoa,Pennatulacea,Pennatulidae,바다조름,Pennatula fimbriatus
Copepoda,Calanoida,Arietellidae,유럽추상노벌레,Metacalanus aurivillii
Copepoda,Calanoida,Paracalanidae,클라우스긴뿔노벌레,Mecynocera clausii
Malacostraca,Tanaidacea,Leptocheliidae,큰가시가는발톱주걱벌레붙이,Makassaritanais grandidentatus
Malacostraca,Tanaidacea,Leptocheliidae,큰머리가는발톱주걱벌레붙이,Leptochelia suhi
Copepoda,Calanoida,Metridinidae,반짝줄자노벌레,Metridia lucens lucens
Enoplea,Mononchida,Mononchidae,뾰족꼬리선충,Parkellus zschokkei
Enoplea,Mononchida,Mononchidae,만수톱이선충,Prionchulus muscorum
Enoplea,Dorylaimida,Aporcelaimidae,동화육각창선충,Metaporcelaimus donghwaens
Chromadorea,Rhabditida,Anguinidae,딸기뿌리선충,Pseudhalenchus minutus
Chromadorea,Rhabditida,Telotylenchidae,소백위축선충,Nagelus sobaekensis
Chromadorea,Rhabditida,Telotylenchidae,강원세줄위축선충,Trichotylenchus kangwonensis
Chromadorea,Rhabditida,Telotylenchidae,유가세줄위축선충,Trichotylenchus yugaensis
Chromadorea,Rhabditida,incertae sedis,밀양위축선충,Quinisulcius capitatus
Chromadorea,Rhabditida,Criconematidae,멘젤비늘주름선충,Crossonema menzeli
Chromadorea,Rhabditida,Heteroderidae,쑥씨스트선충,Globodera artemisiae
Chromadorea,Rhabditida,Pratylenchidae,이바노바뿌리썩이선충,Pratylenchoides magnicauda
Gastropoda,Trochida,Calliostomatidae,얼룩방석고둥,Tristichotrochus crossleyae
Gastropoda,Seguenziida,Chilodontaidae,홍색밤고둥,Herpetopoma rubrum
Gastropoda,Seguenziida,Chilodontaidae,꼬마바구니밤고동,Vaceuchelus clathrata
Chromadorea,Rhabditida,Ancylostomidae,사모아돼지구충,Globocephalus samoensis
Chromadorea,Rhabditida,Ascarididae,너구리회충,Toxocara tanuki
Gastropoda,Seguenziida,Eucyclidae,바위고둥,Turcica monilifera
Gastropoda,,Murchisonellidae,층층이투명가시고둥,Murchisonella densistriata
Gastropoda,Lepetellida,Fissurellidae,구멍삿갓조개,Macroschisma sinense
Gastropoda,Lepetellida,Fissurellidae,주름이쁜이삿갓조개,Montfortula picta
Ophiuroidea,Ophiurida,Ophiactidae,작은뱀이불가사리,Ophiactis dyscrita
Gastropoda,,Lepetidae,작은무새흰삿갓조개,Lepeta concentrica
Gastropoda,,Lepetidae,잔줄무늬무새흰삿갓조개,Cryptobranchia kuragiensis
Gastropoda,,Lottiidae,주름삿갓조개,Lottia kogamogai
Gastropoda,Nudibranchia,Dotidae,분홍솔방울갯민숭이,Doto rosacea
Gastropoda,Nudibranchia,Fionidae,주름도롱이갯민숭이,Fiona pinnata
Gastropoda,Nudibranchia,Trinchesiidae,장식도롱이갯민숭이,Trinchesia ornata
Gastropoda,Nudibranchia,Trinchesiidae,불꽃도롱이갯민숭이,Trinchesia sibogae
Gastropoda,Nudibranchia,Coryphellidae,흰점박이도롱이갯민숭이,Occidenthella athadona
Gastropoda,Nudibranchia,Samlidae,빨강꼭지도롱이갯민숭이,Samla bicolor
Gastropoda,Nudibranchia,Janolidae,금빛버들잎갯민숭이,Janolus toyamensis
Enoplea,Mononchida,Mononchidae,소백산톱니선충,Prionchulus punctatus
Gastropoda,Nudibranchia,Chromodorididae,흰눈송이갯민숭달팽이,Verconia nivalis
Gastropoda,Nudibranchia,Chromodorididae,흰줄보라갯민숭달팽이,Verconia purpurea
Gastropoda,Nudibranchia,Discodorididae,구름갑옷갯민숭달팽이,Carminodoris armata
Gastropoda,Nudibranchia,Goniodorididae,갈색꼭지갯민숭달팽이,Trapania euryeia
Chromadorea,Rhabditida,Hemicycliophoridae,미노라껍질선충,Hemicycliophora minora
Chromadorea,Rhabditida,Pratylenchidae,파락스뿌리썩이선충,Pratylenchus fallax
Gastropoda,Nudibranchia,Facelinidae,자주하늘소갯민숭이,Kynaria cynara
Gastropoda,,Hermaeidae,흰줄돌기갯민숭붙이,Hermaea noto
Enoplea,Dorylaimida,Longidoridae,둥근순창선충,Paralongidorus longus
Enoplea,Triplonchida,Trichodoridae,작은곧은궁침선충,Paratrichodorus minor
Enoplea,Dorylaimida,Longidoridae,뽕나무검선충,Xiphinema bakeri
Gastropoda,Cephalaspidea,Haminoeidae,잘피에메랄드고둥,Phanerophthalmus olivaceus
Gastropoda,Littorinimorpha,Littorinidae,흰줄무늬총알고둥,Littorina horikawai
Polychaeta,Eunicida,Onuphidae,고리집갯지렁이,Onuphis geophiliformis
Polychaeta,Sabellida,Sabellidae,띠조름꽃갯지렁이,Branchiomma cingulatum
Ostracoda,Podocopida,Leptocytheridae,조각파도무늬씨벌레,Callistocythere hosonosuensis
Chromadorea,Rhabditida,Cephalobidae,다형평두선충,Pseudacrobeles variabilis
Gastropoda,,Lottiidae,둥근배무래기,Nipponacmea concinna
Gastropoda,,Lottiidae,납작배무래기,Nipponacmea fuscoviridis
Gastropoda,,Lottiidae,멋쟁이배무래기,Nipponacmea gloriosa
Gastropoda,,Lottiidae,잔무늬배무래기,Nipponacmea radula
Gastropoda,,Lottiidae,배무래기,Nipponacmea schrenckii
Gastropoda,,Lottiidae,테라마찌배무래기,Nipponacmea teramachii
Polychaeta,Phyllodocida,Nereididae,턱이빨참갯지렁이,Ceratonereis hircinicola
Gastropoda,Neogastropoda,Muricidae,날개뿔고둥,Ocinebrellus falcatus
Bivalvia,Pectinida,Spondylidae,가시국화조개,Spondylus butleri
Bivalvia,Pectinida,Spondylidae,접시국화조개,Spondylus varius
Malacostraca,Decapoda,Paguridae,큰조개집게,Porcellanopagurus japonicus
Echinoidea,Camarodonta,Echinometridae,흰꼭지성게,Echinostrephus molaris
Gastropoda,Cephalaspidea,Cylichnidae,쌀알고둥,Decorifer insignis
Gastropoda,Cephalaspidea,Cylichnidae,두툼쌀알고둥,Decorifer matusimanus
Arachnida,Araneae,Trachelidae,보경괴물거미,Paraceto orientalis
Arachnida,Araneae,Gnaphosidae,쌍방울참매거미,Drassyllus biglobus
Arachnida,Araneae,Linyphiidae,극동접시거미,Sachaliphantes sachalinensis
Arachnida,Araneae,Linyphiidae,검정접시거미,Ketambea nigripectoris
Arachnida,Araneae,Linyphiidae,곰보애접시거미,Silometopoides yodoensis
Arachnida,Araneae,Lycosidae,흰표늑대거미,Pardosa koponeni
Arachnida,Araneae,Salticidae,금골풀무깡충거미,Nandicius kimjoopili
Arachnida,Araneae,Philodromidae,김화새우게거미,Rhysodromus lanchowensis
Arachnida,Araneae,Philodromidae,흰테새우게거미,Rhysodromus leucomarginatus
Arachnida,Araneae,Salticidae,여우깡충거미,Orienticius vulpes
Arachnida,Araneae,Salticidae,홀아비깡충거미,Attulus avocator
Arachnida,Araneae,Salticidae,다섯점마른깡충거미,Attulus penicillatus
Arachnida,Araneae,Sparassidae,쌍점농발거미,Sinopoda biguttata
Arachnida,Araneae,Sparassidae,흑갈농발거미,Sinopoda nigrobrunnea
Arachnida,Araneae,Tetragnathidae,가시다리거미,Metellina ornata
Arachnida,Araneae,Tetragnathidae,얼룩시내거미,Zhinu reticuloides
Arachnida,Araneae,Theridiidae,거문꼬마거미,Meotipa pulcherrima
Arachnida,Araneae,Theridiidae,무릎꼬마거미,Campanicola ferrumequina
Arachnida,Araneae,Theridiidae,점박이꼬마거미,Nihonhimea japonica
Arachnida,Araneae,Theridiidae,색동꼬마거미,Keijiella oculiprominens
Arachnida,Araneae,Theridiidae,주걱꼬마거미,Yunohamella serpatusa
Arachnida,Araneae,Thomisidae,흰줄게거미,Runcinia insecta
Arachnida,Araneae,Thomisidae,한라범게거미,Tmarus punctatissimus
Arachnida,Araneae,Mimetidae,민해방거미,Ermetus koreanus
Arachnida,Opillionida,Sclerosomatidae,돌기통거미,Nelima genufusca tuberculata
Arachnida,Opillionida,Sclerosomatidae,마디통거미,Nelima genufusca genufusca
Arachnida,Opillionida,Sclerosomatidae,한국통거미,Nelima coreana
Arachnida,Opillionida,Phalangiidae,성굴통거미,Himalphalangium pentaspnulatus
Arachnida,Pseudoscorpionida,Syarinidae,긴팔앉은뱅이,Pararoncus japonicus
Arachnida,Opillionida,Phalangiidae,살포통거미,Odiellus aspersus
Rhynchonellata,Terebratulida,Terebratulidae,흰빛조개사돈,Dolichozygus stearnsii
Rhynchonellata,Rhynchonellida,Basiliolidae,반짝이조개사돈,Basiliola lucida
Rhynchonellata,Terebratulida,Frenulinidae,자수조개사돈,Pictothyris picta
Rhynchonellata,Terebratulida,Laqueidae,붉은빛조개사돈,Laqueus rubellus
Phascolosomatidea,Phascolosomatida,Phascolosomatidae,쿠릴별벌레,Phascolosoma agassizii kurilense
Sipunculidea,Golfingiida,Themistidae,육손이별벌레,Themiste pyroides
Polychaeta,,Paraonidae,솜털별난가시갯지렁이,Aricidea assimilis
Polychaeta,,Paraonidae,태평양별난가시갯지렁이,Aricidea pacifica
Polychaeta,,Paraonidae,왓스긴코별난가시갯지렁이,Aricidea wassi
Polychaeta,,Paraonidae,민코별난가시갯지렁이,Paradoneis armata
Polychaeta,Phyllodocida,Glyceridae,치로리미갑갯지렁이,Glycera nicobarica
Polychaeta,Phyllodocida,Glyceridae,긴아가미미갑갯지렁이,Glycera tridactyla
Polychaeta,Phyllodocida,Glyceridae,어리미갑갯지렁이,Glycera unicornis
Polychaeta,Phyllodocida,Hesionidae,뱀수염갯지렁이,Oxydromus pugettensis
Polychaeta,Phyllodocida,Nephtyidae,광염백금갯지렁이,Micronephthys oligobranchia
Polychaeta,Phyllodocida,Pilargidae,뿔투구갯지렁이,Ancistargis matsunagaensis
Polychaeta,Phyllodocida,Syllidae,흰점염주발갯지렁이,Haplosyllis spongiphila
Polychaeta,Phyllodocida,Syllidae,족자염주발갯지렁이,Syllis aciculata orientalis
Polychaeta,Phyllodocida,Syllidae,쿠릴염주발갯지렁이,Syllis adamantea kurilensis
Polychaeta,Phyllodocida,Syllidae,톱날염주발갯지렁이,Syllis ehlersioides
Polychaeta,Phyllodocida,Syllidae,오까다염주발갯지렁이,Syllis okadai
Polychaeta,Sabellida,Oweniidae,싸리버섯갯지렁이,Owenia gomsoni
Polychaeta,Sabellida,Sabellidae,빛꽃갯지렁이,Chone infundibuliformis
Polychaeta,Sabellida,Sabellidae,점박이꽃갯지렁이,Pseudobranchiomma zebuensis
Polychaeta,Terebellida,Cirratulidae,모듬실타래갯지렁이,Protocirrineris antarctica
Polychaeta,Terebellida,Terebellidae,에드워드유령갯지렁이,Neoamphitrite edwardsi
Arachnida,Opillionida,Sclerosomatidae,무늬통거미,Psathyropus tenuipes
Thecostraca,Sessilia,Tetraclitidae,구멍따개비,Tetraclitella chinensis
Thecostraca,Sessilia,Tetraclitidae,납작사각따개비,Tetraclitella darwini
Polychaeta,Phyllodocida,Polynoidae,송곳예쁜이비늘갯지렁이,Hermilepidonotus helotypus
Polychaeta,Phyllodocida,Polynoidae,나리주머니비늘갯지렁이,Paradyte crinoidicola
Polychaeta,Phyllodocida,Sigalionidae,손가락여신고랑비늘갯지렁이,Euthalenessa digitata
Holothuroidea,Aspidochirotida,Synallactidae,중간해삼,Synallactes nozawai
Echinoidea,Camarodonta,Strongylocentrotidae,둥근성게,Mesocentrotus nudus
Clitellata,Haplotaxida,Haplotaxidae,가시지렁이,Haplotaxis gordioides
Clitellata,Haplotaxida,Naididae,짧은털주둥이물지렁이,Pristina breviseta
Clitellata,Lumbriculata,Lumbriculidae,실지렁이붙이,Lumbriculus variegatus
Clitellata,Megadrilacea,Lumbricidae,장미줄지렁이,Aporrectodea rosea
Clitellata,Megadrilacea,Megascolecidae,안경지렁이,Amynthas acinctus
Clitellata,Megadrilacea,Megascolecidae,아게라지렁이,Metaphire aggera
Clitellata,Megadrilacea,Megascolecidae,괴물지렁이,Amynthas monstriferus
Clitellata,Megadrilacea,Megascolecidae,왕줄지렁이,Amynthas vittatus
Cestoda,Cyclophyllidea,Anoplocephalidae,베네덴조충,Moniezia benedeni
Cestoda,Cyclophyllidea,Taeniidae,고양이조충,Hydatigera taeniaeformis
Cestoda,Diphyllobothriidea,Diphyllobothriidae,요나고열두조충,Diphyllobothrium stemmacephalum
Gastropoda,,Lottiidae,망사배말,Lottia scutum
Gastropoda,,Lottiidae,갈색줄무늬꼬마삿갓조개,Yayoiacmea oyamai
Gastropoda,Neogastropoda,Columbellidae,날씬이보리무륵,Mitrella burchardi
Arachnida,Ixodida,Argasidae,일본물렁진드기,Argas japonicus
Arachnida,Ixodida,Argasidae,둥근박쥐물렁진드기,Argas vespertilionis
Arachnida,Mesostigmata,Ascidae,버섯파리응애,Arctoseius cetratus
Arachnida,Mesostigmata,Dermanyssidae,북방새진드기,Ornithonyssus sylviarum
Gastropoda,Littorinimorpha,Naticidae,얇은갈색구슬우렁이,Bulbus smithii
Arachnida,Mesostigmata,Eviphididae,장수창응애,Evimirus uropodinus
Arachnida,Mesostigmata,Haemogamasidae,보행갈색진드기,Haemogamasus ambulans
Arachnida,Mesostigmata,Ixodorhynchidae,누룩뱀비늘밑진드기,Hemilaelaps farrieri
Arachnida,Mesostigmata,Ixodorhynchidae,유혈목이비늘밑진드기,Hemilaelaps tanneri
Arachnida,Mesostigmata,Ixodorhynchidae,잔유혈목이비늘밑진드기,Strandtibbettsia gordoni
Arachnida,Mesostigmata,Laelapidae,들쥐가시좀진드기,Laelaps clethrionomydis
Bivalvia,Cardiida,Cardiidae,가는이랑새조개,Ciliatocardium ciliatum
Bivalvia,,Laternulidae,띠조개,Laternula gracilis
Bivalvia,,Periplomatidae,넓은입운모조개,Cochlodesma praetenue
Bivalvia,,Mactridae,동죽,Mactra quadrangularis
Bivalvia,,Mactridae,버선조개,Mactrinula striatula
Bivalvia,,Mactridae,북방대합,Spisula sachalinensis
Bivalvia,,Thraciidae,아기도기조개,Thracia concinna
Bivalvia,,Ungulinidae,꼬마돌사리조개,Diplodonta sowerbyi
Bivalvia,Adapedonta,Hiatellidae,북방코끼리조개,Panomya norvegica
Bivalvia,Arcoida,Arcidae,돌조개,Arca patriarchalis
Bivalvia,Arcoida,Arcidae,좁쌀줄돌조개,Barbatia trapezina
Bivalvia,Arcoida,Arcidae,갈색돌조개,Anadara ferruginea
Bivalvia,Arcoida,Glycymerididae,꼬마밤색무늬조개,Glycymeris munda
Bivalvia,Arcoida,Limopsidae,계란흰바탕무늬조개,Limopsis cumingii
Bivalvia,Arcoida,Limopsidae,둥근흰바탕무늬조개,Limopsis azumana
Cephalopoda,Myopsida,Loliginidae,반원니꼴뚜기,Loliolus japonica
Cephalopoda,Sepiida,Sepiidae,거미다리갑오징어,Sepia tenuipes
Cephalopoda,Sepiida,Sepiidae,갈색갑오징어,Sepia andreana
Cephalopoda,Sepiida,Sepiidae,꼬마갑오징어,Sepia appellofi
Cephalopoda,Sepiida,Sepiidae,참갑오징어,Sepia esculenta
Cephalopoda,Sepiida,Sepiidae,애기갑오징어,Sepia kobiensis
Cephalopoda,Sepiida,Sepiidae,긴다리갑오징어,Sepia longipes
Cephalopoda,Sepiida,Sepiidae,입술무늬갑오징어,Sepia lycidas
Cephalopoda,Sepiida,Sepiidae,바늘갑오징어,Sepia madokai
Cephalopoda,Sepiida,Sepiidae,붉갑오징어,Sepia misakiensis
Cephalopoda,Sepiida,Sepiidae,표범갑오징어,Sepia pardex
Cephalopoda,Sepiida,Sepiidae,납작갑오징어,Sepia peterseni
Cephalopoda,Sepiida,Sepiidae,넓은붉갑오징어,Sepia tokioensis
Cephalopoda,Sepiida,Sepiidae,꽃갑오징어,Sepia tullbergi
Bivalvia,Ostreoida,Gryphaeidae,겹지붕굴,Hyotissa inermis
Bivalvia,Ostreoida,Gryphaeidae,주홍굴,Hyotissa chemnitzii
Bivalvia,Cardiida,Cardiidae,꼬마소쿠리조개,Acrosterigma maculosum
Bivalvia,Cardiida,Cardiidae,큰이랑새조개,Clinocardium nuttallii
Bivalvia,Cardiida,Cardiidae,굵은이랑새조개,Keenocardium buellowi
Bivalvia,Cardiida,Psammobiidae,나무껍질조개,Gari kazusensis
Bivalvia,Cardiida,Psammobiidae,검정껍질빛조개,Gari commoda
Bivalvia,Nuculoida,Nuculanidae,주름맵시조개,Nuculana kawamurai
Cephalopoda,Octopoda,Octopodidae,주꾸미,Amphioctopus fangsiao
Bivalvia,Myoida,Corbulidae,백합쇄방사늑조개,Corbula erythrodon
Bivalvia,Myoida,Corbulidae,짝짝이콩조개,Corbula yokoyamai
Bivalvia,Myoida,Corbulidae,짝짝이작은조개,Corbula rotalis
Bivalvia,Cardiida,Psammobiidae,흑자색긴빛조개,Hiatula atrata
Bivalvia,Cardiida,Semelidae,긴납작투명조개,Abra philippinensis
Bivalvia,Cardiida,Semelidae,배불뚝이투명조개,Abra kinoshitai
Bivalvia,Cardiida,Semelidae,반질이투명조개,Abra lunella
Bivalvia,Cardiida,Tellinidae,분홍북방대양조개,Limecola petalum
Bivalvia,Cardiida,Tellinidae,배불뚝이대양조개,Macoma crassula
Bivalvia,Cardiida,Tellinidae,얇은대양조개,Praetextellina praetexta
Bivalvia,Cardiida,Tellinidae,진주접시조개,Nitidotellina lischkei
Bivalvia,Carditida,Carditidae,검은둥근이랑조개,Cyclocardia nipponensis
