1차무대,,,,
노선명,토 사,풍화암,계,비 고
도로,0,0,0,
블록,799.10379038237,0,799.10379038237,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
합  계,799.10379038237,0,799.10379038237,
,,,,
,,,,
,,,,
,,,,
,,,,
