□ 2023년말 보호수 지정 세부현황,,,,,,,,,,,,,,,,,,,,,,,
,,,보호수 본수,13870,,,,,,,,,,,,,,,,,,,
,,,보호수 수종 개수,153.99999999997078,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1.지정정보,,,,,2.명칭정보,,,3.위치정보,,,,4.관리정보,5.개체정보,,,,,,,,,,
지정기관,지정번호,지정본수,지정유형,세부지정유형,대분류,수종명(국명),수종명(학명),시군구명,세부 주소,지목유형,생육지형,지정일,지정일기준수령(년),2023년기준수령(년),수고(cm),흉고직경(cm),흉고둘레(cm),,,,,,
충청북도,청주제46호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 미원면 내산리 319,대지,평탄지,1982.11.11,200,239,1200,140,280,,,,,,
충청북도,청주제47호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 미원면 내산리 313,전,평탄지,1982.11.11,550,589,1500,99,440,,,,,,
충청북도,청주제48호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 미원면 옥화리 131,임야,평탄지,1982.11.11,200,239,1800,201,310,,,,,,
충청북도,청주제49호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 미원면 옥화리 131,전,평탄지,1982.11.11,350,389,2000,159,630,,,,,,
충청북도,청주제50호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 미원면 월용리 378,전,평탄지,1982.11.11,300,339,2000,92,500,,,,,,
충청북도,청주제51호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 미원면 어암리 15,대지,평탄지,1982.11.11,300,339,1500,299,290,,,,,,
충청북도,청주제52호,1,거목,풍치목,기타,아그배나무,Malus sieboldii (Regel) Rehder ,청주시,상당구 미원면 계원리 514,전,평탄지,1982.11.11,150,189,1350,61,940,,,,,,
충청북도,청주제53호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,상당구 미원면 계원리 산29,임야,평탄지,1982.11.11,170,209,250,99,190,,,,,,
충청북도,청주제54호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 미원면 계원리 448,대지,평탄지,1982.11.11,300,339,1800,271,310,,,,,,
충청북도,청주제55호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,상당구 가덕면 행정리 389-2,답,평탄지,1982.11.11,500,539,3000,239,850,,,,,,
충청북도,청주제56호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,상당구 가덕면 국전리 207-3,도로,평탄지,1982.11.11,450,489,3000,127,750,,,,,,
충청북도,청주제57호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 가덕면 청용리 산77,임야,평탄지,1982.11.11,300,339,1000,96,400,,,,,,
충청북도,청주제58호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 가덕면 청용리 785,도로,평탄지,1982.11.11,150,189,2500,96,300,,,,,,
충청북도,청주제59호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,상당구 가덕면 청용리 68-1,대지,평탄지,1982.11.11,200,239,2500,150,300,,,,,,
충청북도,청주제61호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 가덕면 노동리 332-1 ,임야,평탄지,1982.11.11,200,239,250,159,140,,,,,,
충청북도,청주제62호,1,거목,풍치목,버드나무,버드나무,"Salix koreensis Andersson 
 
",청주시,상당구 가덕면 병암리 306,구거,평탄지,1982.11.11,350,389,3000,159,500,,,,,,
충청북도,청주제62호,1,거목,풍치목,버드나무,버드나무,"Salix koreensis Andersson 
 
",청주시,상당구 가덕면 병암리 306,구거,평탄지,1982.11.11,350,389,3000,159,500,,,,,,
충청북도,청주제63호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 가덕면 금거리 111,전,평탄지,1982.11.11,250,289,2000,143,400,,,,,,
충청북도,청주제64호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,상당구 가덕면 한계리 398,구거,평탄지,1982.11.11,250,289,3000,159,450,,,,,,
충청북도,청주제65호,1,거목,풍치목,소나무,소나무,Pinus densiflora,청주시,상당구 가덕면 상야리 333-1,전,평탄지,1982.11.11,250,289,2000,96,500,,,,,,
충청북도,청주제66호,1,거목,풍치목,팽나무,팽나무,Celtis sinensis Pers.,청주시,상당구 가덕면 계산리 81-2,대지,평탄지,1982.11.11,200,239,2500,143,300,,,,,,
충청북도,청주제67호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,상당구 남일면 은행리 578,구거,평탄지,1982.11.11,550,589,1300,143,450,,,,,,
충청북도,청주제67호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,상당구 남일면 은행리 578,구거,평탄지,1982.11.11,550,589,1300,204,450,,,,,,
충청북도,청주제68호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,상당구 남일면 가산리 540,대지,평탄지,1982.11.11,600,639,1800,96,640,,,,,,
충청북도,청주제69호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 남일면 문주리 449-9,도로,평탄지,1982.11.11,600,639,1200,153,300,,,,,,
충청북도,청주제70호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 남일면 고은리 190-1,대지,평탄지,1982.11.11,450,489,1700,156,480,,,,,,
충청북도,청주제71호,1,거목,풍치목,버드나무,버드나무,"Salix koreensis Andersson 
 
",청주시,서원구 남이면 외천리 330,답,평탄지,1982.11.11,150,189,1500,188,490,,,,,,
충청북도,청주제72호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,서원구 남이면 구암리 92-3,대지,평탄지,1982.11.11,350,389,2500,130,590,,,,,,
충청북도,청주제73호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,서원구 남이면 가좌리 403,도로,평탄지,1982.11.11,150,189,1950,80,408,,,,,,
충청북도,청주제74호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 문의면 미천리 602-3,대지,평탄지,1982.11.11,550,589,400,73,250,,,,,,
충청북도,청주제75호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 문의면 두모리 720,구거,평탄지,1982.11.11,630,669,2000,143,230,,,,,,
충청북도,청주제76호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 문의면 산덕리 산55,임야,산비탈,1982.11.11,630,669,2000,159,450,,,,,,
충청북도,청주제77호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,상당구 문의면 노현리 618,대지,산비탈,1982.11.11,300,339,3000,150,500,,,,,,
충청북도,청주제78호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,상당구 문의면 노현리 584-1,대지,평탄지,1982.11.11,300,339,2500,83,470,,,,,,
충청북도,청주제79호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,상당구 문의면 두모리 309-5,도로,평탄지,1982.11.11,300,339,300,70,260,,,,,,
충청북도,청주제80호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 문의면 두모리 327-2,대지,평탄지,1982.11.11,300,339,300,64,220,,,,,,
충청북도,청주제81호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 문의면 도원리 산89,임야,평탄지,1982.11.11,300,339,200,89,200,,,,,,
충청북도,청주제82호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,상당구 문의면 등동리 288-2,대지,평탄지,1982.11.11,350,389,300,64,280,,,,,,
충청북도,청주제83호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 문의면 산덕리 414,전,평탄지,1982.11.11,250,289,1000,64,200,,,,,,
충청북도,청주제84호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,상당구 문의면 소전리 산17-1,임야,계류역,1982.11.11,300,339,1000,61,200,,,,,,
충청북도,청주제85호,1,거목,풍치목,기타,상수리나무,Quercus acutissima Carruth ,청주시,상당구 문의면 가호리 산14-1,임야,평탄지,1982.11.11,200,239,230,143,190,,,,,,
충청북도,청주제86호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,서원구 현도면 양지리 산32-1,임야,평탄지,1982.11.11,500,539,2500,143,450,,,,,,
충청북도,청주제87호,1,거목,풍치목,느티나무,느티나무,"Zelkova serrata MAKINO 
 
",청주시,서원구 현도면 중척리 243-1,전,평탄지,1982.11.11,400,439,1500,143,450,,,,,,
충청북도,청주제88호,1,거목,풍치목,버드나무,버드나무,"Salix koreensis Andersson 
 
",청주시,서원구 현도면 중척리 632,구거,평탄지,1982.11.11,400,439,1300,89,450,,,,,,
충청북도,청주제89호,1,거목,풍치목,팽나무,팽나무,Celtis sinensis Pers.,청주시,서원구 현도면 상삼리 141,대지,평탄지,1982.11.11,200,239,1800,41,280,,,,,,
충청북도,청주제90호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,서원구 현도면 상삼리 141,대지,평탄지,1982.11.11,150,189,1200,175,130,,,,,,
충청북도,청주제91호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,서원구 남이면 부용외천리 1085-7,대지,평탄지,1982.11.11,150,189,1600,201,550,,,,,,
충청북도,청주제92호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,흥덕구 강내면 월탄리 263,대지,평탄지,1982.11.11,550,589,1400,137,630,,,,,,
충청북도,청주제93호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,흥덕구 강내면 월탄리 247-2,전,평탄지,1982.11.11,550,589,1600,124,430,,,,,,
충청북도,청주제94호,1,거목,풍치목,버드나무,버드나무,"Salix koreensis Andersson 
 
",청주시,흥덕구 강내면 사곡리 500,도로,평탄지,1982.11.11,150,189,1700,134,390,,,,,,
충청북도,청주제95호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,흥덕구 강내면 다락리 315-3,대지,평탄지,1982.11.11,250,289,1600,134,420,,,,,,
충청북도,청주제95호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,흥덕구 강내면 다락리 315-3,대지,평탄지,1982.11.11,250,289,1600,134,420,,,,,,
충청북도,청주제95호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,흥덕구 강내면 다락리 315-3,대지,평탄지,1982.11.11,250,289,1600,134,420,,,,,,
충청북도,청주제96호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,흥덕구 강내면 월탄리 299,임야,산비탈,1982.11.11,250,289,1500,45,420,,,,,,
충청북도,청주제97호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,흥덕구 오송읍 공북리 432,대지,평탄지,1982.11.11,250,289,200,83,140,,,,,,
충청북도,청주제98호,1,거목,풍치목,향나무,향나무,Juniperus chinensis L. ,청주시,흥덕구 옥산면 사정리 산39-4,임야,평탄지,1982.11.11,250,289,660,45,260,,,,,,
충청북도,청주제99호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,흥덕구 옥산면 오산리 39,대지,평탄지,1982.11.11,250,289,150,111,140,,,,,,
충청북도,청주제100호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,흥덕구 옥산면 덕촌리 89-8,대지,평탄지,1982.11.11,250,289,1500,140,350,,,,,,
충청북도,청주제101호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,흥덕구 옥산면 동림리 107,하천,평탄지,1982.11.11,250,289,1200,140,440,,,,,,
충청북도,청주제102호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,흥덕구 옥산면 동림리 469-1,전,평탄지,1982.11.11,250,289,1950,89,440,,,,,,
충청북도,청주제103호,1,거목,풍치목,팽나무,팽나무,Celtis sinensis Pers.,청주시,흥덕구 옥산면 소로리 299,대지,평탄지,1982.11.11,250,289,1300,111,280,,,,,,
충청북도,청주제104호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,흥덕구 옥산면 국사리 397,대지,평탄지,1982.11.11,250,289,1800,131,350,,,,,,
충청북도,청주제105호,1,거목,풍치목,버드나무,버드나무,"Salix koreensis Andersson 
 
",청주시,흥덕구 옥산면 가락리 326-1,대지,평탄지,1982.11.11,250,289,1100,137,410,,,,,,
충청북도,청주제106호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,청원구 오창읍 양지리 산23,임야,평탄지,1982.11.11,250,289,1000,134,430,,,,,,
충청북도,청주제107호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,청원구 오창읍 양지리 산23,임야,평탄지,1982.11.11,250,289,1000,169,420,,,,,,
충청북도,청주제108호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,청원구 오창읍 양지리 산23,임야,평탄지,1982.11.11,250,289,900,111,530,,,,,,
충청북도,청주제109호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,청원구 오창읍 여천리 569,도로,평탄지,1982.11.11,250,289,1200,54,350,,,,,,
충청북도,청주제110호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,청원구 오창읍 상평리 87-1,대지,평탄지,1982.11.11,250,289,900,70,170,,,,,,
충청북도,청주제111호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,청원구 오창읍 송대리 204,대지,평탄지,1982.11.11,250,289,1600,73,220,,,,,,
충청북도,청주제112호,1,거목,풍치목,회화나무,회화나무,Sophora japonica L. ,청주시,청원구 오창읍 농소리 130-1,대지,평탄지,1982.11.11,250,289,700,89,230,,,,,,
충청북도,청주제113호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,청원구 오창읍 가좌리 510-1,대지,평탄지,1982.11.11,250,289,800,89,280,,,,,,
충청북도,청주제114호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,청원구 오창읍 성재리 87-1,대지,평탄지,1982.11.11,250,289,1600,111,280,,,,,,
충청북도,청주제115호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,청원구 오창읍 성재리 647,대지,평탄지,1982.11.11,250,289,800,140,350,,,,,,
충청북도,청주제116호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,청원구 오창읍 화산리 72,답,평탄지,1982.11.11,250,289,1600,296,440,,,,,,
충청북도,청주제117호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,청원구 북이면 석화리 117,대지,평탄지,1982.11.11,250,289,5000,137,930,,,,,,
충청북도,청주제118호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,청원구 북이면 석화리 147,대지,평탄지,1982.11.11,250,289,3000,166,430,,,,,,
충청북도,청주제119호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,청원구 북이면 추학리 산57-1,임야,평탄지,1982.11.11,250,289,2000,201,520,,,,,,
충청북도,청주제120호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,청원구 북이면 서당리 173-1,전,평탄지,1996.10.21,250,285,1600,96,630,,,,,,
충청북도,청주제122호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,청원구 북이면 용계리 484,대지,평탄지,1982.11.11,250,289,200,118,200,,,,,,
충청북도,청주제123호,1,거목,풍치목,버드나무,버드나무,"Salix koreensis Andersson 
 
",청주시,청원구 내수읍 세교리 421,도로,평탄지,1982.11.11,250,289,1800,140,370,,,,,,
충청북도,청주제124호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,청원구 내수읍 비중리 164-4,임야,평탄지,1982.11.11,250,289,3000,140,440,,,,,,
충청북도,청주제125호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,청원구 내수읍 은곡리 396,도로,평탄지,1982.11.11,250,289,230,118,440,,,,,,
충청북도,청주제126호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,청원구 내수읍 은곡리 190-14,대지,평탄지,1982.11.11,250,289,200,159,370,,,,,,
충청북도,청주제127호,1,거목,풍치목,은행나무,은행나무,Ginkgo biloba L. ,청주시,청원구 내수읍 덕암리 294,대지,평탄지,1982.11.11,250,289,300,118,500,,,,,,
충청북도,청주제128호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,청원구 내수읍 구성리 314-1,대지,평탄지,1982.11.11,250,289,200,124,370,,,,,,
충청북도,청주제129호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,청원구 내수읍 덕암리 231,대지,평탄지,1982.11.11,250,289,200,99,390,,,,,,
충청북도,청주제130호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,청원구 내수읍 우산리 344-2,도로,평탄지,1982.11.11,250,289,200,127,310,,,,,,
충청북도,청주제131호,1,거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO ,청주시,서원구 남이면 문동리 264-3,전,평탄지,2001.07.16,250,270,200,89,400,,,,,,
충청북도,청주제133호,1,거목,풍치목,기타,모과나무,Cydonia sinensis,청주시,상당구 가덕면 청용리 68-1,대지,평탄지,2009.10.15,250,262,180,67,250,,,,,,
충청북도,청주제134호,1,거목,풍치목,소나무,반송,Pinus palustris,청주시,흥덕구 강내면 다락리 348-1,학교용지,평탄지,2009.10.15,250,262,200,118,210,,,,,,
