행 레이블,합계 : 문헌종수,,행 레이블,합계 : 문헌종수,,행 레이블,합계 : 문헌종수,,행 레이블,합계 : 문헌종수,,행 레이블,합계 : 문헌종수
실지렁이류 2,0,,오셀망둑,0,,흑기러기,0,,,,,,
타니다꼬마줄날도래 (=꼬마줄날도래 KUa),0,,백조어,0,,집까마귀,0,,,,,,
물벌레류(등각목),0,,말뚝망둥어 ,0,,흑두루미,0,,,,,,
산골줄날도래 (=산골줄날도래 KUa),0,,백련어,0,,집비둘기,0,,,,,,
잔벌레류,0,,일곱동갈망둑,0,,흑비둘기,0,,,,,,
"줄날도래 (=줄날도래 KUa, kUb, kUd)",0,,배가사리,0,,집참새,0,,,,,,
도약옆새우류,0,,다섯동갈망둑,0,,흰기러기,0,,,,,,
흰점줄날도래 (=줄날도래 KUc),0,,밀자개,0,,찌르레기,0,,,,,,
바다대벌래류,0,,줄밀어,0,,흰꼬리수리,0,,,,,,
"맵시우묵날도래 (=갈색우묵날도래 KUa, KUb)",0,,밀어,0,,참매,0,,,,,,
미국가재,0,,바닥문절,0,,흰날개해오라기,0,,,,,,
"남방애우묵날도래 (=애우묵날도래 KUa, KUb, 큰애우묵날도래)",0,,민물두줄망둑,0,,쇠동고비,0,,,,,,
바위게류,0,,꽃개소겡,0,,흰눈썹뜸부기,0,,,,,,
원통채다리날도래 (=채다리날도래 KUa),0,,민물검정망둑,0,,참수리,0,,,,,,
꼬마하루살이류,0,,꼬마줄망둑,0,,흰눈썹바다오리,0,,,,,,
꼬마하루살이류 1,0,,미호종개,0,,청다리도요,0,,,,,,
치로리미갑갯지렁이,0,,네온테트라류,0,,흰눈썹붉은배지빠귀,0,,,,,,
중국굴,0,,미유기,0,,청다리도요사촌,0,,,,,,
조무래기따개비,0,,무창어/우창어/단두어,0,,흰눈썹지빠귀,0,,,,,,
애소금쟁이,0,,미끈망둑,0,,청도요,0,,,,,,
짧은채찍해조숨이옆새우,0,,우레기,0,,흰등밭종다리,0,,,,,,
애송장헤엄치게,0,,미꾸리,0,,흰배지빠귀,0,,,,,,
점물땡땡이,0,,도화망둑,0,,흰머리기러기,0,,,,,,
애실소금쟁이,0,,미꾸라지,0,,흰부리아비,0,,,,,,
주름불가사리,0,,댕기망둑,0,,흰머리바위딱새,0,,,,,,
애여울벌레,0,,문절망둑,0,,흰물떼새,0,,,,,,
진흙벌레류,0,,얼룩망둑,0,,흰멧새,0,,,,,,
애우묵날도래,0,,묵납자루,0,,흰배뜸부기,0,,,,,,
참재첩,0,,사자코망둑,0,,쇠백로,0,,,,,,
애측범잠자리,0,,무태장어,0,,흰배슴새,0,,,,,,
큰깨점박이참갯지렁이,0,,꼬마망둑,0,,흰배멧새,0,,,,,,
얇은대양조개,0,,무지개송어,0,,흰수염바다오리,0,,,,,,
젓새우,0,,가물치 ,0,,흰배줄무늬수리,0,,,,,,
양손갯지렁이,0,,무늬망둑,0,,흰이마기러기,0,,,,,,
좀청실잠자리,0,,흰베도라치,0,,흰점어깨수리,0,,,,,,
어긋물린새꼬막,0,,몰개,0,,흰비오리,0,,,,,,
줄무늬도화새우,0,,살꺽정이,0,,청딱다구리,0,,,,,,
어깨무늬먹파리,0,,모치망둑,0,,흰뺨오리,0,,,,,,
중하,0,,복섬 ,0,,청머리오리,0,,,,,,
어깨뿔고둥,0,,모오캐,0,,흰올빼미,0,,,,,,
짠물깔따구,0,,송어,0,,청호반새,0,,,,,,
어깨줄언청이고둥,0,,모샘치,0,,흰이마알락할미새,0,,,,,,
참납작하루살이류,0,,흰줄납줄개,0,,초원멧새,0,,,,,,
어리광대소금쟁이,0,,모래주사,0,,흰점찌르레기,0,,,,,,
청실잠자리,0,,총합계,0,,초원수리,0,,,,,,
어리꼬마새우,0,,,,,흰죽지,0,,,,,,
콩재첩,0,,,,,촉새,0,,,,,,
어리부채장수잠자리,0,,,,,흰죽지솔잣새,0,,,,,,
잿빛물방개,0,,,,,칡때까치,0,,,,,,
어리장수잠자리,0,,,,,흰죽지제비갈매기,0,,,,,,
점박이재첩,0,,,,,칡부엉이,0,,,,,,
어리측범잠자리,0,,,,,흰턱제비,0,,,,,,
조개넙적거머리,0,,,,,칼새,0,,,,,,
언덕좁쌀무늬고둥,0,,,,,히말라야산솔새,0,,,,,,
좀물땡땡이,0,,,,,캐나다기러기,0,,,,,,
언저리잠자리,0,,,,,솔잣새,0,,,,,,
주걱벌레붙이류,0,,,,,캐나다두루미,0,,,,,,
얼굴갯지렁이류,0,,,,,멧새,0,,,,,,
줄동애등애KUa,0,,,,,붉은머리멧새,0,,,,,,
얼룩강도래붙이,0,,,,,개개비,0,,,,,,
줄물방개류,0,,,,,검은두견이,0,,,,,,
얼룩고둥,0,,,,,개꿩,0,,,,,,
중국새뱅이,0,,,,,검은등뻐꾸기,0,,,,,,
얼룩깨알소금쟁이,0,,,,,미국흰죽지,0,,,,,,
진노란잠자리,0,,,,,검은등사막딱새,0,,,,,,
얼룩다리먹파리,0,,,,,북방쇠개개비,0,,,,,,
집모기류,0,,,,,검은등제비갈매기,0,,,,,,
얼룩민강도래,0,,,,,붉은뺨멧새,0,,,,,,
짧은꼬리민강도래 KUa,0,,,,,검은등할미새,0,,,,,,
얼룩방석고둥,0,,,,,매사촌,0,,,,,,
참갯지렁이,0,,,,,검은딱새,0,,,,,,
얼룩비틀이고둥,0,,,,,물꿩,0,,,,,,
참방게,0,,,,,검은머리갈매기,0,,,,,,
얼룩뿔하루살이,0,,,,,바다비오리,0,,,,,,
철사벌레류,0,,,,,검은머리딱새,0,,,,,,
얼룩새우,0,,,,,벙어리뻐꾸기,0,,,,,,
총채민강도래 KUa,0,,,,,검은머리멧새,0,,,,,,
얼룩생이,0,,,,,붉은가슴딱새,0,,,,,,
칼세오리옆새우,0,,,,,검은머리물떼새,0,,,,,,
얼룩염주발갯지렁이류,0,,,,,붉은배지느러미발도요,0,,,,,,
큰검은갯지렁이,0,,,,,검은머리방울새,0,,,,,,
얼룩총알고둥,0,,,,,뻐꾸기,0,,,,,,
애뿔먹파리,0,,,,,검은머리쑥새,0,,,,,,
여름좀잠자리,0,,,,,뜸부기,0,,,,,,
점등그물강도래 KUa,0,,,,,검은머리촉새,0,,,,,,
여린녹색강도래,0,,,,,메추라기도요,0,,,,,,
점박이부채하루살이,0,,,,,검은머리흰따오기,0,,,,,,
여린황등에,0,,,,,목테갈매기,0,,,,,,
접시조개,0,,,,,검은머리흰죽지,0,,,,,,
여울벌레류,0,,,,,물수리,0,,,,,,
제주실소금쟁이,0,,,,,검은멧새,0,,,,,,
연가시,0,,,,,검둥오리,0,,,,,,
조개삿갓류,0,,,,,검은목논병아리,0,,,,,,
연날개수염치레각날도래,0,,,,,바다직박구리,0,,,,,,
좀갯노린재,0,,,,,검은목두루미,0,,,,,,
연두군부,0,,,,,밭종다리,0,,,,,,
좀쌀알고둥,0,,,,,검은목지빠귀,0,,,,,,
연두끈벌레류,0,,,,,북방개개비,0,,,,,,
좁은뿔꼬마새우,0,,,,,검은바람까마귀,0,,,,,,
연두넙적거머리,0,,,,,북방흰뺨오리,0,,,,,,
주름대나무갯지렁이,0,,,,,검은뺨딱새,0,,,,,,
열한가시밤게,0,,,,,붉은가슴흰죽지,0,,,,,,
주홍방석고둥,0,,,,,검은뻐꾸기,0,,,,,,
엷은재첩,0,,,,,붉은발슴새,0,,,,,,
줄말미잘류,0,,,,,검은이마직박구리,0,,,,,,
염주발갯지렁이과류,0,,,,,붉은부리찌르레기,0,,,,,,
줄무늬물방개,0,,,,,검은제비갈매기,0,,,,,,
염주발갯지렁이류,0,,,,,붉은해오라기,0,,,,,,
줄새우류,0,,,,,검은지빠귀,0,,,,,,
염주쇠우렁이,0,,,,,검은댕기해오라기,0,,,,,,
중국뱀옆새우,0,,,,,검은턱할미새,0,,,,,,
엽낭게,0,,,,,검은다리솔새,0,,,,,,
중국젓새우,0,,,,,검은할미새사촌,0,,,,,,
엿소금쟁이,0,,,,,검독수리,0,,,,,,
지중해담치,0,,,,,검은해오라기,0,,,,,,
옆새우류,0,,,,,멋쟁이새,0,,,,,,
진주잠자리,0,,,,,고니,0,,,,,,
예쁜두드럭조개,0,,,,,멧도요,0,,,,,,
집갯지렁이류,0,,,,,고대갈매기,0,,,,,,
옛따개비류,0,,,,,목도리도요,0,,,,,,
징거미새우 ,0,,,,,고방오리,0,,,,,,
오노미치미갑갯지렁이,0,,,,,물까마귀,0,,,,,,
짧은꼬리다리옆새우,0,,,,,고산대머리수리,0,,,,,,
오디흑연가시,0,,,,,물때까치,0,,,,,,
짧은아가미미갑갯지렁이,0,,,,,가면올빼미,0,,,,,,
오뚜기갯지렁이류,0,,,,,미국쇠오리,0,,,,,,
쨈물우렁이 ,0,,,,,관수리,0,,,,,,
올리브분지성게,0,,,,,갈색제비,0,,,,,,
참거머리,0,,,,,괭이갈매기,0,,,,,,
올빼미군소붙이,0,,,,,바늘꼬리칼새,0,,,,,,
참동굴우렁이,0,,,,,구레나룻제비갈매기,0,,,,,,
옴발딱총새우,0,,,,,바다오리,0,,,,,,
참송곳갯지렁이,0,,,,,군함조,0,,,,,,
옴조개치레,0,,,,,바위산제비,0,,,,,,
참집게,0,,,,,굴뚝새,0,,,,,,
왕관이끼벌레,0,,,,,밤색날개뻐꾸기,0,,,,,,
청나비날도래류,0,,,,,귀뿔논병아리,0,,,,,,
왕등줄실잠자리,0,,,,,버들솔새,0,,,,,,
총알고둥,0,,,,,귀제비,0,,,,,,
왕물맴이,0,,,,,북극도둑갈매기,0,,,,,,
춤파리류,0,,,,,귤빛지빠귀,0,,,,,,
왕물벌레,0,,,,,북방긴꼬리딱새,0,,,,,,
침보석요정갯지렁이,0,,,,,금눈쇠올빼미,0,,,,,,
왕물벌레류,0,,,,,북방쇠종다리,0,,,,,,
콩알물땡땡이,0,,,,,긴꼬리딱새,0,,,,,,
왕소금쟁이,0,,,,,분홍찌르레기,0,,,,,,
큰갈매기고리갯지렁이,0,,,,,긴꼬리때까치,0,,,,,,
왕우렁이,0,,,,,붉은가슴울새,0,,,,,,
큰구슬우렁이,0,,,,,긴꼬리올빼미,0,,,,,,
왕잠자리,0,,,,,붉은날개지빠귀,0,,,,,,
큰돌우렁이,0,,,,,긴꼬리제비갈매기,0,,,,,,
왕좁쌀무늬고둥,0,,,,,붉은목지빠귀,0,,,,,,
재첩,0,,,,,긴꼬리홍양진이,0,,,,,,
왕징거미새우,0,,,,,붉은배새매,0,,,,,,
절좁은뿔꼬마새우,0,,,,,긴다리사막딱새,0,,,,,,
왕털갯지렁이,0,,,,,검은가슴물떼새,0,,,,,,
점등무늬강도래,0,,,,,긴다리솔새사촌,0,,,,,,
왜곱슬거미불가사리,0,,,,,붉은부리흰죽지,0,,,,,,
점박이물땡땡이,0,,,,,긴목갈매기,0,,,,,,
왜메추리강도래,0,,,,,붉은어깨도요,0,,,,,,
점박이새우,0,,,,,긴발톱멧새,0,,,,,,
왜생이,0,,,,,비둘기조롱이,0,,,,,,
점유리이끼벌레,0,,,,,긴발톱할미새,0,,,,,,
왜접시조개,0,,,,,뿔매,0,,,,,,
접시조개류,0,,,,,뿔종다리,0,,,,,,
왜주름불가사리,0,,,,,사막꿩,0,,,,,,
제주새뱅이,0,,,,,긴부리도요,0,,,,,,
왜홍합,0,,,,,사할린되솔새,0,,,,,,
제주애기물방개,0,,,,,긴점박이올빼미,0,,,,,,
외줄물방개,0,,,,,새호리기,0,,,,,,
조개삿갓,0,,,,,까마귀,0,,,,,,
외줄물방개류,0,,,,,떼까마귀,0,,,,,,
조개치레,0,,,,,까막딱다구리,0,,,,,,
왼돌이물달팽이,0,,,,,마도요,0,,,,,,
조무래기따개비류,0,,,,,가창오리,0,,,,,,
요시마쯔깔따구,0,,,,,매,0,,,,,,
좀기수우렁이,0,,,,,깝작도요,0,,,,,,
용수물날도래,0,,,,,먹황새,0,,,,,,
좀쌀무늬총알고둥,0,,,,,꺅도요,0,,,,,,
우럭류,0,,,,,메추라기,0,,,,,,
좀주름다슬기,0,,,,,꺅도요사촌,0,,,,,,
우리큰갯노린재,0,,,,,멧닭,0,,,,,,
좁쌀무늬고둥,0,,,,,꼬까도요,0,,,,,,
우무이끼벌레,0,,,,,갈색얼가니새,0,,,,,,
종밋,0,,,,,꼬까울새,0,,,,,,
우묵날도래류,0,,,,,멧종다리,0,,,,,,
주름다슬기,0,,,,,꼬까직박구리,0,,,,,,
운모조개,0,,,,,목점박이비둘기,0,,,,,,
주름물날도래,0,,,,,꼬까참새,0,,,,,,
울타리갯지렁이류,0,,,,,무당새,0,,,,,,
주름삿갓조개,0,,,,,꼬리치레,0,,,,,,
울퉁작은불가사리,0,,,,,물까치,0,,,,,,
줄강도래 KUa,0,,,,,꼬마갈매기,0,,,,,,
원반대칭이,0,,,,,물닭,0,,,,,,
줄따개비,0,,,,,꼬마도요,0,,,,,,
원참갯지렁이,0,,,,,물레새,0,,,,,,
줄무늬꼬마새우,0,,,,,꼬마물떼새,0,,,,,,
유령얼굴갯지렁이,0,,,,,물총새,0,,,,,,
줄무늬먹파리,0,,,,,꾀꼬리,0,,,,,,
육질꼬리옆새우류,0,,,,,미국오리,0,,,,,,
줄물방개,0,,,,,개리,0,,,,,,
육질애기불가사리,0,,,,,민댕기물떼새,0,,,,,,
줄새우,0,,,,,나무발발이,0,,,,,,
은갯지렁이,0,,,,,민물도요,0,,,,,,
줄새우아재비,0,,,,,나무밭종다리,0,,,,,,
은행게,0,,,,,바늘꼬리도요,0,,,,,,
중국물진드기,0,,,,,넓적꼬리도둑갈매기,0,,,,,,
이랑줄조개,0,,,,,바다꿩,0,,,,,,
중국부채발갯지렁이,0,,,,,넓적부리,0,,,,,,
이색구슬우렁이,0,,,,,바다쇠오리,0,,,,,,
중국잔벌레,0,,,,,넓적부리도요,0,,,,,,
이형민무늬조개벌레,0,,,,,바다제비,0,,,,,,
중부채하루살이,0,,,,,노랑눈썹멧새,0,,,,,,
인도또아리물달팽이,0,,,,,바람까마귀,0,,,,,,
지느러미뿔고둥,0,,,,,노랑눈썹솔새,0,,,,,,
일본깔따구,0,,,,,바위종다리,0,,,,,,
진강도래,0,,,,,노랑딱새,0,,,,,,
일본또아리물달팽이,0,,,,,발구지,0,,,,,,
진주배말,0,,,,,노랑때까치,0,,,,,,
일본말조개,0,,,,,개개비사촌,0,,,,,,
진흙벌레,0,,,,,노랑머리할미새,0,,,,,,
일본잎벌레,0,,,,,검둥오리사촌,0,,,,,,
진흙새우,0,,,,,노랑멧새,0,,,,,,
일본재첩,0,,,,,벌매,0,,,,,,
집게강도래,0,,,,,노랑발도요,0,,,,,,
입술날도래,0,,,,,부채꼬리바위딱새,0,,,,,,
집파리류,0,,,,,노랑배솔새사촌,0,,,,,,
입술날도래 KUa,0,,,,,북극흰갈매기,0,,,,,,
징거미새우류,0,,,,,노랑배진박새,0,,,,,,
입술하루살이,0,,,,,북방검은머리쑥새,0,,,,,,
짧은가시거미불가사리,0,,,,,노랑부리백로,0,,,,,,
잎벌레류,0,,,,,북방긴발톱할미새,0,,,,,,
짧은꼬리민강도래,0,,,,,노랑부리저어새,0,,,,,,
잎빗갯지렁이,0,,,,,북방쇠박새,0,,,,,,
짧은다리송곳갯지렁이,0,,,,,노랑정수리북미멧새,0,,,,,,
자색물방개,0,,,,,북방쇠찌르레기,0,,,,,,
짧은채찍옆새우류,0,,,,,갈까마귀,0,,,,,,
자실잠자리,0,,,,,분홍가슴비둘기,0,,,,,,
짧은털옆새우,0,,,,,갈매기,0,,,,,,
자주새우,0,,,,,붉은가슴도요,0,,,,,,
참갯노린재,0,,,,,노랑할미새,0,,,,,,
자주색털갯지렁이,0,,,,,붉은가슴밭종다리,0,,,,,,
참갯지렁이류,0,,,,,노랑허리솔새,0,,,,,,
자패,0,,,,,붉은가슴흰꼬리딱새,0,,,,,,
참게,0,,,,,녹색비둘기,0,,,,,,
자패류,0,,,,,붉은갯도요,0,,,,,,
참다슬기,0,,,,,논병아리,0,,,,,,
작은갈고리하루살이,0,,,,,붉은등때까치,0,,,,,,
참물맴이,0,,,,,누른도요,0,,,,,,
작은갈매기고리갯지렁이,0,,,,,개구리매,0,,,,,,
참소금쟁이,0,,,,,느시,0,,,,,,
작은강하루살이,0,,,,,붉은발도요,0,,,,,,
참옆새우류,0,,,,,대륙검은지빠귀,0,,,,,,
작은검은갯지렁이,0,,,,,붉은발얼가니새,0,,,,,,
참점물땡땡이,0,,,,,대륙멧새,0,,,,,,
작은대칭이,0,,,,,붉은배오색딱다구리,0,,,,,,
참집게류,0,,,,,개미잡이,0,,,,,,
작은말조개,0,,,,,붉은배지빠귀,0,,,,,,
청나비날도래 KUa,0,,,,,댕기물떼새,0,,,,,,
작은부채발갯지렁이,0,,,,,붉은부리까마귀,0,,,,,,
청동잠자리,0,,,,,댕기흰죽지,0,,,,,,
작은쇠우렁이,0,,,,,붉은부리큰제비갈매기,0,,,,,,
총담이끼벌레,0,,,,,덤불해오라기,0,,,,,,
작은수염갯지렁이,0,,,,,붉은뺨가마우지,0,,,,,,
총채민강도래,0,,,,,독수리,0,,,,,,
작은유리이끼벌레,0,,,,,붉은양진이,0,,,,,,
총채민강도래 KUb,0,,,,,동고비,0,,,,,,
잔등볼록물땡땡이,0,,,,,붉은왜가리,0,,,,,,
측범잠자리,0,,,,,동박새,0,,,,,,
잔산잠자리,0,,,,,붉은허리개개비,0,,,,,,
칠게,0,,,,,섬참새,0,,,,,,
잔주름살조개,0,,,,,비오리,0,,,,,,
카스미깃털이끼벌레,0,,,,,섬촉새,0,,,,,,
잔털물땡땡이,0,,,,,뿔논병아리,0,,,,,,
칼조개,0,,,,,세가락갈매기,0,,,,,,
장구애비,0,,,,,뿔쇠오리,0,,,,,,
콩알물방개,0,,,,,세가락딱다구리,0,,,,,,
장구애비류,0,,,,,뿔호반새,0,,,,,,
콩팥애기불가사리,0,,,,,소쩍새,0,,,,,,
장님플라나리아,0,,,,,사다새,0,,,,,,
큰갯노린재,0,,,,,솔딱새,0,,,,,,
장다리파리류,0,,,,,사막딱새,0,,,,,,
큰광택날도래 KUa,0,,,,,섬개개비,0,,,,,,
장부깔따구류,0,,,,,산솔새,0,,,,,,
큰그물강도래,0,,,,,솔양진이,0,,,,,,
장수각다귀 KUa,0,,,,,새매,0,,,,,,
큰논우렁이,0,,,,,따오기,0,,,,,,
장수깔따구,0,,,,,검은꼬리사막딱새,0,,,,,,
큰등그물강도래 KUa,0,,,,,갈색양진이,0,,,,,,
장수잠자리,0,,,,,솔새,0,,,,,,
재접류,0,,,,,섬휘파람새,0,,,,,,
애기물방개류,0,,,,,되솔새,0,,,,,,
소금쟁이류,0,,,,,세가락도요,0,,,,,,
산측범잠자리,0,,,,,되지빠귀,0,,,,,,
미야디새우,0,,,,,세가락메추라기,0,,,,,,
쌍날개갯지렁이,0,,,,,두견이,0,,,,,,
민가시예소옆새우,0,,,,,솔개,0,,,,,,
뿔먹파리,0,,,,,두루미,0,,,,,,
민강도래 KUa,0,,,,,솔부엉이,0,,,,,,
생이,0,,,,,뒷부리도요,0,,,,,,
민강도래 KUb,0,,,,,솔새사촌,0,,,,,,
쇠우렁이,0,,,,,뒷부리장다리물떼새,0,,,,,,
민강도래KUa,0,,,,,가마우지,0,,,,,,
안경잡이측범잠자리,0,,,,,들꿩,0,,,,,,
민강도래KUb,0,,,,,총합계,2822,,,,,,
애물진드기,0,,,,,,,,,,,,
민강도래류,0,,,,,,,,,,,,
사할린하루살이,0,,,,,,,,,,,,
민구더기갯지렁이류,0,,,,,,,,,,,,
새가슴물땡땡이,0,,,,,,,,,,,,
민꽃개,0,,,,,,,,,,,,
섬소금쟁이,0,,,,,,,,,,,,
민꽃새우,0,,,,,,,,,,,,
솜털갯지렁이,0,,,,,,,,,,,,
민날개강도래 ,0,,,,,,,,,,,,
실소금쟁이,0,,,,,,,,,,,,
민다리부처손,0,,,,,,,,,,,,
아담스백합,0,,,,,,,,,,,,
민머리털갯지렁이,0,,,,,,,,,,,,
알물방개,0,,,,,,,,,,,,
민무늬강도래,0,,,,,,,,,,,,
애기참게,0,,,,,,,,,,,,
민무늬물날도래,0,,,,,,,,,,,,
뾰족얼룩고둥,0,,,,,,,,,,,,
민물넙적거머리,0,,,,,,,,,,,,
사슴갯지렁이류,0,,,,,,,,,,,,
민물삿갓조개,0,,,,,,,,,,,,
산발유령갯지렁이,0,,,,,,,,,,,,
민새우,0,,,,,,,,,,,,
삼각산골조개,0,,,,,,,,,,,,
민손옆새우,0,,,,,,,,,,,,
새뱅이,0,,,,,,,,,,,,
민숭백금갯지렁이,0,,,,,,,,,,,,
선녀얼굴갯지렁이,0,,,,,,,,,,,,
민숭참갯지렁이,0,,,,,,,,,,,,
세로줄따개비,0,,,,,,,,,,,,
민실타래갯지렁이,0,,,,,,,,,,,,
속갈색조개,0,,,,,,,,,,,,
민얼굴갯지렁이,0,,,,,,,,,,,,
송장헤엄치게류,0,,,,,,,,,,,,
민조개삿갓,0,,,,,,,,,,,,
수염집갯지렁이,0,,,,,,,,,,,,
민챙이,0,,,,,,,,,,,,
실참갯지렁이,0,,,,,,,,,,,,
밀노란잠자리,0,,,,,,,,,,,,
아가미지렁이,0,,,,,,,,,,,,
밀노란잠자리붙이,0,,,,,,,,,,,,
아시아동굴옆새우,0,,,,,,,,,,,,
밀새우,0,,,,,,,,,,,,
알락진흙벌레,0,,,,,,,,,,,,
밀잠자리,0,,,,,,,,,,,,
애기각다귀 KUa,0,,,,,,,,,,,,
밀잠자리붙이,0,,,,,,,,,,,,
애기불가사리,0,,,,,,,,,,,,
밀짚날개갯지렁이,0,,,,,,,,,,,,
애땅콩물방개,0,,,,,,,,,,,,
바늘더덕갯지렁이,0,,,,,,,,,,,,
미리내하루살이,0,,,,,,,,,,,,
바늘분지성게,0,,,,,,,,,,,,
뿔거미불가사리,0,,,,,,,,,,,,
바다살이민물담치,0,,,,,,,,,,,,
사각게,0,,,,,,,,,,,,
바다소금쟁이,0,,,,,,,,,,,,
사천왕갯지렁이,0,,,,,,,,,,,,
바위게,0,,,,,,,,,,,,
산골플라나리아,0,,,,,,,,,,,,
바위털갯지렁이,0,,,,,,,,,,,,
산좀잠자리,0,,,,,,,,,,,,
바지락,0,,,,,,,,,,,,
살조개,0,,,,,,,,,,,,
반다리미갑갯지렁이,0,,,,,,,,,,,,
삼줄강도래,0,,,,,,,,,,,,
반달조개류,0,,,,,,,,,,,,
새끼밤고둥,0,,,,,,,,,,,,
발성육질꼬리옆새우,0,,,,,,,,,,,,
새조개,0,,,,,,,,,,,,
발톱하루살이,0,,,,,,,,,,,,
샤아프물진드기,0,,,,,,,,,,,,
밤가시혹머리조개벌레,0,,,,,,,,,,,,
섬모래무지물방개,0,,,,,,,,,,,,
밤게,0,,,,,,,,,,,,
성긴이빨참갯지렁이,0,,,,,,,,,,,,
밤고둥,0,,,,,,,,,,,,
세스랑게,0,,,,,,,,,,,,
밤색귀고둥,0,,,,,,,,,,,,
소요산측범잠자리,0,,,,,,,,,,,,
밤색기수우렁이,0,,,,,,,,,,,,
손가락여신고랑비늘갯지렁이,0,,,,,,,,,,,,
밤색무늬조개,0,,,,,,,,,,,,
송곳갯지렁이류,0,,,,,,,,,,,,
밤색줄고둥,0,,,,,,,,,,,,
쇠꼬리하루살이,0,,,,,,,,,,,,
방게,0,,,,,,,,,,,,
수리하루살이,0,,,,,,,,,,,,
방게아재비,0,,,,,,,,,,,,
시베리아물날도래,0,,,,,,,,,,,,
방물벌레,0,,,,,,,,,,,,
실지렁이류,0,,,,,,,,,,,,
방석고둥,0,,,,,,,,,,,,
심장부채발갯지렁이,0,,,,,,,,,,,,
방울실잠자리,0,,,,,,,,,,,,
쏙붙이,0,,,,,,,,,,,,
방울하루살이,0,,,,,,,,,,,,
아기반투명조개,0,,,,,,,,,,,,
배꼽기수우렁이,0,,,,,,,,,,,,
아사지로이끼벌레,0,,,,,,,,,,,,
배꼽또아리물달팽이,0,,,,,,,,,,,,
아팰불가사리,0,,,,,,,,,,,,
배무래기,0,,,,,,,,,,,,
알락물진드기,0,,,,,,,,,,,,
배물방개붙이,0,,,,,,,,,,,,
알물달팽이,0,,,,,,,,,,,,
배점하루살이,0,,,,,,,,,,,,
애강도래,0,,,,,,,,,,,,
배치레잠자리,0,,,,,,,,,,,,
애기물달팽이,0,,,,,,,,,,,,
백금갯지렁이류,0,,,,,,,,,,,,
애기배말,0,,,,,,,,,,,,
백두하루살이,0,,,,,,,,,,,,
애기삿갓조개,0,,,,,,,,,,,,
백합,0,,,,,,,,,,,,
애넓적물땡땡이,0,,,,,,,,,,,,
뱀거미불가사리,0,,,,,,,,,,,,
애물땡땡이,0,,,,,,,,,,,,
뱀수염갯지렁이,0,,,,,,,,,,,,
애반딧불이,0,,,,,,,,,,,,
뱀이거미불가사리,0,,,,,,,,,,,,
뾰족불가사리류,0,,,,,,,,,,,,
뱀이거미불가사리류,0,,,,,,,,,,,,
뾰족쨈물우렁이,0,,,,,,,,,,,,
뱀털거미불가사리류,0,,,,,,,,,,,,
뿔눈새우,0,,,,,,,,,,,,
버들갯지렁이류,0,,,,,,,,,,,,
뿔투구갯지렁이,0,,,,,,,,,,,,
번데기요정갯지렁이,0,,,,,,,,,,,,
사각따개비류,0,,,,,,,,,,,,
벌레군부,0,,,,,,,,,,,,
사자머리참갯지렁이,0,,,,,,,,,,,,
벌레요정갯지렁이,0,,,,,,,,,,,,
사천왕갯지렁이류,0,,,,,,,,,,,,
범게,0,,,,,,,,,,,,
산골조개,0,,,,,,,,,,,,
범동애등에,0,,,,,,,,,,,,
산모양깔깔새우,0,,,,,,,,,,,,
별갯노린재,0,,,,,,,,,,,,
산잠자리,0,,,,,,,,,,,,
별날도래,0,,,,,,,,,,,,
산처녀하루살이,0,,,,,,,,,,,,
별모기 KUa,0,,,,,,,,,,,,
살시빗살거미불가사리,0,,,,,,,,,,,,
별모기류,0,,,,,,,,,,,,
삼각따개비,0,,,,,,,,,,,,
별박이왕잠자리,0,,,,,,,,,,,,
삼새민강도래 KUa,0,,,,,,,,,,,,
별불가사리,0,,,,,,,,,,,,
삿갓조개류,0,,,,,,,,,,,,
별불가사리류,0,,,,,,,,,,,,
새꼬막,0,,,,,,,,,,,,
볏갈고리채찍올챙이새우,0,,,,,,,,,,,,
새날개갯지렁이,0,,,,,,,,,,,,
보라성게,0,,,,,,,,,,,,
새뱅이류,0,,,,,,,,,,,,
보리무륵,0,,,,,,,,,,,,
새털키조개,0,,,,,,,,,,,,
보리새우,0,,,,,,,,,,,,
샤아프깨알물방개,0,,,,,,,,,,,,
보말고둥,0,,,,,,,,,,,,
석회관갯지렁이류,0,,,,,,,,,,,,
보통옆가시붙은꼬리옆새우,0,,,,,,,,,,,,
섬등줄물방개,0,,,,,,,,,,,,
보통옆새우,0,,,,,,,,,,,,
섬사과우렁이,0,,,,,,,,,,,,
복털조개,0,,,,,,,,,,,,
섬재첩,0,,,,,,,,,,,,
볼록별불가사리,0,,,,,,,,,,,,
세가시육질꼬리옆새우,0,,,,,,,,,,,,
볼록손참옆새우,0,,,,,,,,,,,,
세수염참갯지렁이,0,,,,,,,,,,,,
봄처녀하루살이류,0,,,,,,,,,,,,
소금쟁이,0,,,,,,,,,,,,
봄총각하루살이,0,,,,,,,,,,,,
소똥물땡땡이,0,,,,,,,,,,,,
부채새우,0,,,,,,,,,,,,
소워비꽃모자해파리,0,,,,,,,,,,,,
부채장수잠자리,0,,,,,,,,,,,,
속재송곳고둥,0,,,,,,,,,,,,
부처손류,0,,,,,,,,,,,,
손톱물벌레류,0,,,,,,,,,,,,
북방물땡땡이,0,,,,,,,,,,,,
솜털바퀴실타래갯지렁이,0,,,,,,,,,,,,
북방백금갯지렁이,0,,,,,,,,,,,,
