,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"착공
신고",도서 작성,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,착공신고,,,,,,,23년 2월,,60,,"ㆍ필요자료 : 착공 도서 일체
ㆍ협조자료 : 착공 서류 (시공사 준비)",,,,,,,,,,,,,,,,,오산시 주택과,,,,,,,
,,,관련부서 협의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"에너지
/녹색
건축
/주택
성능 ",도서 작성,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,"에너지효율등급인증/녹색건축인증
/주택성능등급",,,,,,,23년 2월,,60,,"ㆍ필요자료 : 에너지효율등급평가서, 녹색건축인증평가서, 주택성능등급 평가서 등
ㆍ협조자료 : 사업승인도면 일부
  (비고 : 착공신고 처리완료 전 평가 완료)",,,,,,,,,,,,,,,,,"한국생산성본부인증원
한국부동산원
한국환경건축연구원 
중 택 일",,,,,,,
,,,관련부서 협의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"분양
및
착공",분양,모형/CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"분양
및
착공",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,카다로그,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,각종계약서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,견본주택건립,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,가설건물축조신고,,,,,,,23년 2월,,10,,"ㆍ필요자료 : 가설건축물축조신고서, 설계도서, 소방관련서류, 토지임대차계약서, 토지사용승낙서, 시행사관련서류 등",,,,,,,,,,,,,,,,,오산시 주택과,,,,,,,
,,,"분양보증 /
분양승인",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,분양보증,,,,,,,23년 4월,,45,,"ㆍ필요자료 : 보증신청서, 개별거래보증채무약정서, 사업계획승인서, 토지확보관련서류, PF대출관련확약서,
                사업양도각서, 감리자확인공정표, 공사포기확약서, 금융거래정보제공동의서, 입주자모집공고안 등",,,,,,,,,,,,,,,,,주택도시보증공사,,,,,,,
,,,"APT분양 /
상가분양",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,분양승인,,,,,,,23년 4월,,15,,"ㆍ필요자료 : 입주자모집공고안, 분양계약서안, 분양가산출자료, 분양대금수납계좌, 설계관련서류, 예정공정표,
                감리계약서, 분양보증서, 착공신고필증, 행정처분사실확인서, 시행사관련서류 등",,,,,,,,,,,,,,,,,오산시 주택과,,,,,,,
,,착공,측량 / 분할,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,감리자선정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,감리자 지정공고,,,,,,,23년 2월,,60,,"ㆍ필요자료 : 사업계획승인서, 공종별 공사비내역서, 예정공정표 등",,,,,,,,,,,,,,,,,오산시 주택과,,,,,,,
,,,안전관리계획서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,안전관리계획서,,,,,,,23년 3월,,90,,"ㆍ필요자료 : 안전관리계획서, 예정공정표",,,,,,,,,,,,,,,,,국토안전관리원,,,,,,,
,,,"국공유지 / 사유지
소유권이전",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,진입로공사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,기반시설공사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"※ 상기일정은 행정절차 진행에 따른 관련부서협의, 공람, 심의(자문)의견에 따라 변동될 수 있음.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"※ 상기 일정 중 교육환경평가의 경우 완료시기(용도지역 승인신청 前, 경기도 도시계획위원회 심의 상정 前)협의 결과에 따라 변경될 수 있음",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,※ 상기 일정 중 경기도 신청 전 도시계획위원회 자문 시행여부에 따라 변경될 수 있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
